date,Campaign,Interactions,Costs,Clicks
2023-12-14,UK | PMax | Ladies Leather Jackets > HP,458.0,109.98,227.0
2023-12-14,IRE | PMax | Catchall,2304.0,91.0,213.0
2023-12-14,UK | PMax | Low ROAS <3.5,416.0,89.61,212.0
2023-12-14,UK | PMax | Zombie 2,183.0,68.29,77.0
2023-12-14,"UK | PMax | Man Bags, Briefcases > HP",384.0,60.0,71.0
2023-12-14,UK | PMax | Zombie 4,204.0,54.92,68.0
2023-12-14,UK | Leather > General,69.0,53.74,69.0
2023-12-14,UK | PMax | Mens Edinburgh Leather Jacket,283.0,49.21,201.0
2023-12-14,UK | Search | Brand | tROAS,73.0,40.4,73.0
2023-12-14,UK | PMax | Mens Leather Jackets > HP,763.0,39.31,79.0
2023-12-14,UK | Leather Luggage | Broad,29.0,35.13,29.0
2023-12-14,UK | PMax | Zombie 1,86.0,34.4,56.0
2023-12-14,UK | PMax | Deals for Him,191.0,31.03,52.0
2023-12-14,UK | Leather Bag > Broad,51.0,28.44,51.0
2023-12-14,UK | PMax | Zombie 5,161.0,22.48,44.0
2023-12-14,UK | Search | Ladies Leather Coat,20.0,21.14,20.0
2023-12-14,UK | PMax | Zombie 7,127.0,13.97,39.0
2023-12-14,UK | PMax | Ladies Sheepskin Jackets > HP,89.0,11.67,17.0
2023-12-14,UK | PMax | Mens Sheepskin Footwear,117.0,10.1,25.0
2023-12-14,UK | Ashwood (General),23.0,7.79,23.0
2023-12-14,UK | PMax | Holdalls > HP,20.0,3.14,2.0
2023-12-14,UK | Shopping | Mens Leather Jackets,7.0,2.07,7.0
2023-12-14,Store Solihull - DO NOT Touch,533.0,1.38,
2023-12-14,UK | PMax | Ladies Coats & Jackets > HP,89.0,0.86,2.0
2023-12-13,"UK | PMax | Luggage, Handbags, Purses",1866.0,681.1,945.0
2023-12-13,UK | PMax | High ROAS 3.5>,1391.0,525.13,715.0
2023-12-13,UK | PMax | Zombie 3,816.0,301.37,434.0
2023-12-13,UK | PMax | Catchall,575.0,253.6,327.0
2023-12-13,UK | PMax | Zombie 6,390.0,223.17,276.0
2023-12-13,EU | PMax | Catchall,774.0,165.44,425.0
2023-12-13,UK | PMax | Ladies Winter Specials,739.0,129.7,183.0
2023-12-13,UK | PMax | Ladies Leather Jackets > HP,324.0,114.8,211.0
2023-12-13,UK | PMax | Low ROAS <3.5,368.0,107.29,234.0
2023-12-13,IRE | PMax | Catchall,1215.0,94.43,184.0
2023-12-13,"UK | PMax | Man Bags, Briefcases > HP",565.0,84.45,101.0
2023-12-13,UK | PMax | Mens Edinburgh Leather Jacket,351.0,71.24,315.0
2023-12-13,UK | PMax | Zombie 4,210.0,70.82,126.0
2023-12-13,UK | PMax | Zombie 2,238.0,61.58,94.0
2023-12-13,UK | Leather > General,68.0,61.29,68.0
2023-12-13,UK | Leather Luggage | Broad,41.0,57.53,41.0
2023-12-13,UK | Leather Bag > Broad,94.0,53.99,94.0
2023-12-13,UK | PMax | Deals for Him,282.0,53.64,81.0
2023-12-13,UK | Search | Brand | tROAS,66.0,49.79,66.0
2023-12-13,UK | PMax | Mens Leather Jackets > HP,951.0,44.77,83.0
2023-12-13,UK | PMax | Zombie 7,148.0,40.49,50.0
2023-12-13,UK | Search | Ladies Leather Coat,37.0,27.59,37.0
2023-12-13,UK | PMax | Zombie 1,82.0,27.54,39.0
2023-12-13,UK | PMax | Mens Sheepskin Footwear,131.0,23.98,33.0
2023-12-13,UK | Ashwood (General),49.0,23.76,49.0
2023-12-13,UK | PMax | Holdalls > HP,68.0,21.66,50.0
2023-12-13,UK | PMax | Zombie 5,110.0,19.7,34.0
2023-12-13,UK | PMax | Ladies Sheepskin Jackets > HP,131.0,6.91,16.0
2023-12-13,UK | Shopping | Mens Leather Jackets,12.0,3.23,12.0
2023-12-13,UK | PMax | Ladies Coats & Jackets > HP,90.0,1.32,3.0
2023-12-13,Store Solihull - DO NOT Touch,238.0,0.52,
2023-12-12,UK | PMax | High ROAS 3.5>,1635.0,505.26,618.0
2023-12-12,"UK | PMax | Luggage, Handbags, Purses",1883.0,403.47,735.0
2023-12-12,UK | PMax | Ladies Leather Jackets > HP,401.0,209.24,223.0
2023-12-12,UK | PMax | Zombie 3,493.0,204.93,311.0
2023-12-12,UK | PMax | Catchall,525.0,186.73,275.0
2023-12-12,UK | PMax | Ladies Winter Specials,618.0,152.39,182.0
2023-12-12,IRE | PMax | Catchall,639.0,135.31,242.0
2023-12-12,UK | Leather > General,135.0,123.63,135.0
2023-12-12,EU | PMax | Catchall,605.0,118.9,342.0
2023-12-12,"UK | PMax | Man Bags, Briefcases > HP",647.0,116.34,143.0
2023-12-12,UK | PMax | Low ROAS <3.5,325.0,88.17,170.0
2023-12-12,UK | Leather Luggage | Broad,66.0,86.8,66.0
2023-12-12,UK | PMax | Mens Edinburgh Leather Jacket,419.0,79.88,381.0
2023-12-12,UK | PMax | Zombie 6,189.0,75.25,108.0
2023-12-12,UK | PMax | Holdalls > HP,76.0,71.38,46.0
2023-12-12,UK | PMax | Mens Leather Jackets > HP,980.0,64.23,144.0
2023-12-12,UK | PMax | Zombie 4,212.0,62.46,101.0
2023-12-12,UK | Leather Bag > Broad,121.0,62.11,121.0
2023-12-12,UK | Search | Brand | tROAS,66.0,57.43,66.0
2023-12-12,UK | PMax | Deals for Him,304.0,48.87,83.0
2023-12-12,UK | PMax | Zombie 7,150.0,48.47,72.0
2023-12-12,UK | PMax | Zombie 2,129.0,40.85,58.0
2023-12-12,UK | PMax | Zombie 5,109.0,39.21,66.0
2023-12-12,UK | Search | Ladies Leather Coat,51.0,37.1,51.0
2023-12-12,UK | PMax | Ladies Sheepskin Jackets > HP,203.0,28.86,51.0
2023-12-12,UK | Ashwood (General),47.0,23.44,47.0
2023-12-12,UK | PMax | Mens Sheepskin Footwear,75.0,21.16,39.0
2023-12-12,UK | PMax | Zombie 1,99.0,20.03,37.0
2023-12-12,UK | Shopping | Mens Leather Jackets,22.0,5.89,22.0
2023-12-12,UK | PMax | Ladies Coats & Jackets > HP,122.0,3.02,37.0
2023-12-12,Store Solihull - DO NOT Touch,351.0,0.78,
2023-12-11,UK | PMax | High ROAS 3.5>,1656.0,465.16,592.0
2023-12-11,"UK | PMax | Luggage, Handbags, Purses",2256.0,339.55,705.0
2023-12-11,UK | PMax | Catchall,553.0,235.35,345.0
2023-12-11,UK | PMax | Ladies Leather Jackets > HP,371.0,192.03,180.0
2023-12-11,UK | PMax | Zombie 3,467.0,188.63,315.0
2023-12-11,UK | PMax | Ladies Winter Specials,608.0,129.32,175.0
2023-12-11,UK | PMax | Low ROAS <3.5,300.0,125.83,269.0
2023-12-11,UK | PMax | Mens Leather Jackets > HP,1620.0,121.3,247.0
2023-12-11,"UK | PMax | Man Bags, Briefcases > HP",442.0,115.23,141.0
2023-12-11,EU | PMax | Catchall,794.0,115.11,351.0
2023-12-11,IRE | PMax | Catchall,582.0,108.3,238.0
2023-12-11,UK | PMax | Zombie 6,208.0,91.05,124.0
2023-12-11,UK | Search | Brand | tROAS,84.0,85.76,84.0
2023-12-11,UK | Leather > General,98.0,72.34,98.0
2023-12-11,UK | PMax | Mens Edinburgh Leather Jacket,329.0,56.66,326.0
2023-12-11,UK | PMax | Deals for Him,243.0,53.87,99.0
2023-12-11,UK | Leather Bag > Broad,98.0,52.55,98.0
2023-12-11,UK | PMax | Zombie 4,224.0,52.44,116.0
2023-12-11,UK | PMax | Zombie 7,146.0,45.41,80.0
2023-12-11,UK | PMax | Holdalls > HP,58.0,45.1,29.0
2023-12-11,UK | PMax | Zombie 2,108.0,40.28,60.0
2023-12-11,UK | PMax | Ladies Sheepskin Jackets > HP,80.0,36.83,34.0
2023-12-11,UK | PMax | Mens Sheepskin Footwear,90.0,34.73,50.0
2023-12-11,UK | Leather Luggage | Broad,35.0,34.09,35.0
2023-12-11,UK | Search | Ladies Leather Coat,35.0,30.8,35.0
2023-12-11,UK | PMax | Zombie 1,134.0,28.57,70.0
2023-12-11,UK | PMax | Zombie 5,143.0,26.37,50.0
2023-12-11,UK | Ashwood (General),41.0,20.89,41.0
2023-12-11,UK | Shopping | Mens Leather Jackets,6.0,1.73,6.0
2023-12-11,UK | PMax | Ladies Coats & Jackets > HP,117.0,1.21,6.0
2023-12-11,Store Solihull - DO NOT Touch,319.0,0.64,
2023-12-11,UK | PMax | Mens Winter Specials,2.0,0.31,1.0
2023-12-10,UK | PMax | High ROAS 3.5>,1405.0,455.36,631.0
2023-12-10,"UK | PMax | Luggage, Handbags, Purses",2117.0,383.44,746.0
2023-12-10,UK | PMax | Mens Leather Jackets > HP,1414.0,342.55,582.0
2023-12-10,UK | PMax | Catchall,528.0,230.55,418.0
2023-12-10,IRE | PMax | Catchall,640.0,224.45,408.0
2023-12-10,EU | PMax | Catchall,848.0,182.69,527.0
2023-12-10,"UK | PMax | Man Bags, Briefcases > HP",510.0,177.15,266.0
2023-12-10,UK | PMax | Ladies Leather Jackets > HP,472.0,166.18,193.0
2023-12-10,UK | PMax | Zombie 3,385.0,152.33,273.0
2023-12-10,UK | PMax | Low ROAS <3.5,365.0,129.68,247.0
2023-12-10,UK | PMax | Ladies Winter Specials,503.0,127.42,296.0
2023-12-10,UK | PMax | Deals for Him,330.0,121.54,170.0
2023-12-10,UK | Leather > General,154.0,103.48,154.0
2023-12-10,UK | Leather Bag > Broad,125.0,83.8,125.0
2023-12-10,UK | PMax | Zombie 6,288.0,77.03,135.0
2023-12-10,UK | PMax | Zombie 7,169.0,64.6,96.0
2023-12-10,UK | Search | Brand | tROAS,68.0,56.22,68.0
2023-12-10,UK | Leather Luggage | Broad,49.0,53.54,49.0
2023-12-10,UK | PMax | Zombie 2,208.0,52.4,94.0
2023-12-10,UK | PMax | Zombie 1,110.0,48.18,65.0
2023-12-10,UK | PMax | Zombie 4,112.0,33.03,60.0
2023-12-10,UK | Search | Ladies Leather Coat,51.0,32.97,51.0
2023-12-10,UK | PMax | Mens Sheepskin Footwear,110.0,31.28,51.0
2023-12-10,UK | PMax | Ladies Sheepskin Jackets > HP,105.0,31.15,62.0
2023-12-10,UK | Ashwood (General),50.0,26.86,50.0
2023-12-10,UK | PMax | Zombie 5,76.0,25.25,53.0
2023-12-10,UK | PMax | Holdalls > HP,135.0,25.25,47.0
2023-12-10,UK | PMax | Mens Edinburgh Leather Jacket,259.0,25.04,225.0
2023-12-10,UK | PMax | Ladies Coats & Jackets > HP,212.0,3.38,45.0
2023-12-10,UK | Shopping | Mens Leather Jackets,12.0,3.28,12.0
2023-12-10,UK | DSA,3.0,1.16,3.0
2023-12-10,Store Solihull - DO NOT Touch,155.0,0.12,
2023-12-10,UK | PMax | Mens Winter Specials,5.0,0.04,2.0
2023-12-09,UK | PMax | High ROAS 3.5>,920.0,439.13,591.0
2023-12-09,UK | PMax | Mens Leather Jackets > HP,1429.0,379.75,526.0
2023-12-09,"UK | PMax | Luggage, Handbags, Purses",1632.0,354.47,690.0
2023-12-09,UK | PMax | Catchall,459.0,284.36,409.0
2023-12-09,EU | PMax | Catchall,797.0,170.29,503.0
2023-12-09,"UK | PMax | Man Bags, Briefcases > HP",517.0,159.04,225.0
2023-12-09,IRE | PMax | Catchall,568.0,158.57,318.0
2023-12-09,UK | PMax | Ladies Leather Jackets > HP,370.0,153.42,163.0
2023-12-09,UK | PMax | Zombie 3,350.0,138.02,256.0
2023-12-09,UK | PMax | Low ROAS <3.5,320.0,134.15,229.0
2023-12-09,UK | PMax | Deals for Him,265.0,131.35,163.0
2023-12-09,UK | PMax | Ladies Winter Specials,341.0,116.85,210.0
2023-12-09,UK | PMax | Zombie 6,262.0,114.67,192.0
2023-12-09,UK | PMax | Mens Sheepskin Footwear,157.0,62.84,79.0
2023-12-09,UK | Leather Luggage | Broad,42.0,56.6,42.0
2023-12-09,UK | Leather Bag > Broad,81.0,53.11,81.0
2023-12-09,UK | Leather > General,70.0,51.41,70.0
2023-12-09,UK | PMax | Zombie 7,139.0,47.76,84.0
2023-12-09,UK | Search | Brand | tROAS,73.0,42.78,73.0
2023-12-09,UK | PMax | Holdalls > HP,44.0,40.39,32.0
2023-12-09,UK | PMax | Zombie 1,127.0,37.55,75.0
2023-12-09,UK | PMax | Zombie 2,154.0,36.17,73.0
2023-12-09,UK | PMax | Ladies Sheepskin Jackets > HP,182.0,35.89,53.0
2023-12-09,UK | Ashwood (General),48.0,21.7,48.0
2023-12-09,UK | Search | Ladies Leather Coat,25.0,20.17,25.0
2023-12-09,UK | PMax | Zombie 5,49.0,16.85,30.0
2023-12-09,UK | PMax | Zombie 4,103.0,10.54,34.0
2023-12-09,UK | PMax | Mens Edinburgh Leather Jacket,247.0,10.05,231.0
2023-12-09,UK | Shopping | Mens Leather Jackets,13.0,3.4,13.0
2023-12-09,UK | PMax | Ladies Coats & Jackets > HP,252.0,1.63,4.0
2023-12-09,Store Solihull - DO NOT Touch,473.0,1.46,
2023-12-09,UK | PMax | Mens Winter Specials,3.0,0.11,1.0
2023-12-08,"UK | PMax | Luggage, Handbags, Purses",1653.0,526.65,848.0
2023-12-08,UK | PMax | High ROAS 3.5>,1023.0,441.25,592.0
2023-12-08,UK | PMax | Mens Leather Jackets > HP,1020.0,288.62,374.0
2023-12-08,EU | PMax | Catchall,924.0,253.19,648.0
2023-12-08,"UK | PMax | Man Bags, Briefcases > HP",431.0,163.38,218.0
2023-12-08,UK | PMax | Ladies Leather Jackets > HP,523.0,156.16,182.0
2023-12-08,IRE | PMax | Catchall,445.0,147.28,293.0
2023-12-08,UK | PMax | Catchall,285.0,139.04,261.0
2023-12-08,UK | PMax | Zombie 3,229.0,136.84,218.0
2023-12-08,UK | PMax | Low ROAS <3.5,368.0,129.52,257.0
2023-12-08,UK | PMax | Deals for Him,204.0,107.41,147.0
2023-12-08,UK | PMax | Ladies Winter Specials,283.0,100.29,233.0
2023-12-08,UK | Leather > General,56.0,56.35,56.0
2023-12-08,UK | PMax | Mens Sheepskin Footwear,111.0,50.45,71.0
2023-12-08,UK | Leather Luggage | Broad,40.0,48.86,40.0
2023-12-08,UK | PMax | Zombie 6,139.0,43.24,77.0
2023-12-08,UK | Search | Brand | tROAS,65.0,42.81,65.0
2023-12-08,UK | PMax | Zombie 7,125.0,40.93,68.0
2023-12-08,UK | Leather Bag > Broad,71.0,39.86,71.0
2023-12-08,UK | PMax | Zombie 4,58.0,32.41,46.0
2023-12-08,UK | PMax | Zombie 2,196.0,31.98,77.0
2023-12-08,UK | PMax | Ladies Sheepskin Jackets > HP,142.0,30.64,60.0
2023-12-08,UK | PMax | Zombie 5,92.0,28.11,48.0
2023-12-08,UK | Ashwood (General),46.0,27.84,46.0
2023-12-08,UK | PMax | Zombie 1,155.0,27.65,62.0
2023-12-08,UK | Search | Ladies Leather Coat,25.0,25.97,25.0
2023-12-08,UK | PMax | Mens Edinburgh Leather Jacket,276.0,23.93,233.0
2023-12-08,UK | PMax | Holdalls > HP,89.0,7.16,63.0
2023-12-08,UK | Shopping | Mens Leather Jackets,23.0,6.17,23.0
2023-12-08,UK | DSA,4.0,3.95,4.0
2023-12-08,UK | PMax | Ladies Coats & Jackets > HP,311.0,2.75,10.0
2023-12-08,Store Solihull - DO NOT Touch,316.0,0.81,
2023-12-08,UK | PMax | Mens Winter Specials,2.0,0.0,
2023-12-07,"UK | PMax | Luggage, Handbags, Purses",1981.0,739.55,998.0
2023-12-07,UK | PMax | High ROAS 3.5>,1052.0,448.22,542.0
2023-12-07,EU | PMax | Catchall,1089.0,365.49,883.0
2023-12-07,UK | PMax | Mens Leather Jackets > HP,790.0,273.17,383.0
2023-12-07,"UK | PMax | Man Bags, Briefcases > HP",370.0,190.88,250.0
2023-12-07,IRE | PMax | Catchall,819.0,170.93,328.0
2023-12-07,UK | PMax | Deals for Him,263.0,157.36,225.0
2023-12-07,UK | PMax | Zombie 3,240.0,129.5,202.0
2023-12-07,UK | PMax | Ladies Leather Jackets > HP,588.0,113.41,113.0
2023-12-07,UK | PMax | Ladies Winter Specials,258.0,105.27,233.0
2023-12-07,UK | PMax | Low ROAS <3.5,299.0,104.08,174.0
2023-12-07,UK | PMax | Catchall,206.0,90.08,166.0
2023-12-07,UK | PMax | Zombie 6,218.0,82.2,154.0
2023-12-07,UK | PMax | Mens Sheepskin Footwear,144.0,64.25,85.0
2023-12-07,UK | PMax | Ladies Sheepskin Jackets > HP,201.0,62.3,73.0
2023-12-07,UK | Leather > General,83.0,55.55,83.0
2023-12-07,UK | Search | Brand | tROAS,50.0,52.11,50.0
2023-12-07,UK | PMax | Zombie 7,156.0,46.35,67.0
2023-12-07,UK | PMax | Mens Edinburgh Leather Jacket,141.0,45.65,89.0
2023-12-07,UK | Leather Bag > Broad,74.0,42.3,74.0
2023-12-07,UK | PMax | Zombie 2,131.0,35.44,58.0
2023-12-07,UK | Leather Luggage | Broad,32.0,34.4,32.0
2023-12-07,UK | PMax | Zombie 1,161.0,33.38,63.0
2023-12-07,UK | Ashwood (General),60.0,32.41,60.0
2023-12-07,UK | Search | Ladies Leather Coat,24.0,23.03,24.0
2023-12-07,UK | PMax | Holdalls > HP,156.0,14.82,136.0
2023-12-07,UK | PMax | Zombie 5,40.0,14.62,38.0
2023-12-07,UK | PMax | Zombie 4,63.0,13.58,44.0
2023-12-07,UK | PMax | Ladies Coats & Jackets > HP,366.0,2.76,12.0
2023-12-07,UK | Shopping | Mens Leather Jackets,10.0,2.64,10.0
2023-12-07,UK | PMax | Mens Winter Specials,5.0,0.62,2.0
2023-12-07,Store Solihull - DO NOT Touch,238.0,0.48,
2023-12-07,UK | DSA,1.0,0.21,1.0
2023-12-06,"UK | PMax | Luggage, Handbags, Purses",1668.0,809.62,1132.0
2023-12-06,UK | PMax | High ROAS 3.5>,1096.0,474.33,673.0
2023-12-06,EU | PMax | Catchall,1081.0,418.82,936.0
2023-12-06,UK | PMax | Mens Leather Jackets > HP,694.0,235.06,386.0
2023-12-06,"UK | PMax | Man Bags, Briefcases > HP",322.0,165.21,252.0
2023-12-06,UK | PMax | Catchall,311.0,153.61,247.0
2023-12-06,UK | PMax | Deals for Him,250.0,133.81,223.0
2023-12-06,UK | PMax | Ladies Leather Jackets > HP,665.0,131.61,169.0
2023-12-06,UK | PMax | Low ROAS <3.5,381.0,130.05,242.0
2023-12-06,UK | PMax | Zombie 3,263.0,122.19,198.0
2023-12-06,IRE | PMax | Catchall,770.0,110.05,317.0
2023-12-06,UK | Leather > General,116.0,91.78,116.0
2023-12-06,UK | PMax | Ladies Winter Specials,243.0,83.79,193.0
2023-12-06,UK | PMax | Mens Sheepskin Footwear,105.0,76.31,97.0
2023-12-06,UK | PMax | Zombie 6,193.0,74.89,107.0
2023-12-06,UK | PMax | Zombie 7,228.0,66.8,117.0
2023-12-06,UK | PMax | Ladies Sheepskin Jackets > HP,168.0,60.3,88.0
2023-12-06,UK | Search | Brand | tROAS,86.0,55.61,86.0
2023-12-06,UK | PMax | Mens Edinburgh Leather Jacket,137.0,55.17,113.0
2023-12-06,UK | Leather Bag > Broad,84.0,50.35,84.0
2023-12-06,UK | PMax | Zombie 1,217.0,43.56,83.0
2023-12-06,UK | PMax | Zombie 4,134.0,38.63,71.0
2023-12-06,UK | PMax | Zombie 5,70.0,36.32,46.0
2023-12-06,UK | PMax | Zombie 2,133.0,35.77,60.0
2023-12-06,UK | Leather Luggage | Broad,28.0,32.81,28.0
2023-12-06,UK | Search | Ladies Leather Coat,47.0,31.07,47.0
2023-12-06,UK | Ashwood (General),44.0,24.84,44.0
2023-12-06,UK | PMax | Holdalls > HP,169.0,11.35,149.0
2023-12-06,UK | DSA,10.0,10.29,10.0
2023-12-06,UK | Shopping | Mens Leather Jackets,16.0,4.21,16.0
2023-12-06,UK | PMax | Ladies Coats & Jackets > HP,309.0,2.31,7.0
2023-12-06,UK | PMax | Mens Winter Specials,6.0,1.92,1.0
2023-12-06,Store Solihull - DO NOT Touch,235.0,0.51,
2023-12-05,"UK | PMax | Luggage, Handbags, Purses",1390.0,578.86,1011.0
2023-12-05,UK | PMax | High ROAS 3.5>,906.0,481.58,694.0
2023-12-05,UK | PMax | Mens Leather Jackets > HP,844.0,214.28,584.0
2023-12-05,"UK | PMax | Man Bags, Briefcases > HP",245.0,122.88,211.0
2023-12-05,UK | PMax | Ladies Leather Jackets > HP,604.0,120.39,143.0
2023-12-05,UK | PMax | Low ROAS <3.5,351.0,120.11,235.0
2023-12-05,IRE | PMax | Catchall,711.0,104.62,295.0
2023-12-05,UK | PMax | Zombie 3,199.0,96.37,183.0
2023-12-05,EU | PMax | Catchall,384.0,89.87,291.0
2023-12-05,UK | PMax | Deals for Him,140.0,73.8,123.0
2023-12-05,UK | PMax | Mens Edinburgh Leather Jacket,150.0,62.78,90.0
2023-12-05,UK | PMax | Zombie 6,95.0,57.41,86.0
2023-12-05,UK | PMax | Mens Sheepskin Footwear,124.0,52.16,76.0
2023-12-05,UK | PMax | Ladies Winter Specials,100.0,50.43,73.0
2023-12-05,UK | PMax | Zombie 2,127.0,48.85,79.0
2023-12-05,UK | PMax | Ladies Coats & Jackets > HP,135.0,46.47,39.0
2023-12-05,UK | PMax | Catchall,122.0,44.49,103.0
2023-12-05,UK | Search | Brand | tROAS,74.0,40.21,74.0
2023-12-05,UK | Leather > General,50.0,32.6,50.0
2023-12-05,UK | Leather Luggage | Broad,36.0,32.42,36.0
2023-12-05,UK | PMax | Ladies Sheepskin Jackets > HP,131.0,32.33,57.0
2023-12-05,UK | PMax | Zombie 7,56.0,25.25,55.0
2023-12-05,UK | PMax | Zombie 1,86.0,22.46,41.0
2023-12-05,UK | Leather Bag > Broad,47.0,18.04,47.0
2023-12-05,UK | Ashwood (General),34.0,16.97,34.0
2023-12-05,UK | PMax | Zombie 4,36.0,7.1,26.0
2023-12-05,UK | PMax | Zombie 5,25.0,7.04,25.0
2023-12-05,UK | DSA,10.0,6.82,10.0
2023-12-05,UK | Search | Ladies Leather Coat,10.0,5.85,10.0
2023-12-05,UK | Shopping | Mens Leather Jackets,22.0,5.74,22.0
2023-12-05,UK | PMax | Mens Winter Specials,17.0,2.46,7.0
2023-12-05,UK | PMax | Holdalls > HP,59.0,1.35,4.0
2023-12-05,Store Solihull - DO NOT Touch,165.0,0.32,
2023-12-04,"UK | PMax | Luggage, Handbags, Purses",1120.0,541.05,884.0
2023-12-04,UK | PMax | High ROAS 3.5>,729.0,349.86,595.0
2023-12-04,UK | PMax | Mens Leather Jackets > HP,570.0,137.66,420.0
2023-12-04,UK | PMax | Ladies Coats & Jackets > HP,326.0,133.21,236.0
2023-12-04,IRE | PMax | Catchall,479.0,128.59,374.0
2023-12-04,UK | PMax | Low ROAS <3.5,341.0,120.0,287.0
2023-12-04,UK | Search | Brand | tROAS,102.0,77.98,102.0
2023-12-04,UK | Leather > General,127.0,63.14,127.0
2023-12-04,UK | Shopping | Mens Leather Jackets,180.0,46.98,180.0
2023-12-04,UK | PMax | Zombie 7,71.0,31.6,60.0
2023-12-04,UK | PMax | Zombie 6,99.0,26.56,83.0
2023-12-04,UK | PMax | Zombie 2,92.0,20.97,60.0
2023-12-04,UK | PMax | Zombie 5,39.0,20.06,36.0
2023-12-04,UK | Leather Luggage | Broad,25.0,17.4,25.0
2023-12-04,UK | PMax | Zombie 1,60.0,16.56,45.0
2023-12-04,UK | DSA,16.0,12.83,16.0
2023-12-04,UK | Search | Ladies Leather Coat,4.0,3.5,4.0
2023-12-04,UK | PMax | Mens Winter Specials,96.0,0.3,1.0
2023-12-03,"UK | PMax | Luggage, Handbags, Purses",985.0,328.7,772.0
2023-12-03,UK | PMax | High ROAS 3.5>,662.0,279.56,527.0
2023-12-03,IRE | PMax | Catchall,458.0,181.66,416.0
2023-12-03,UK | PMax | Mens Leather Jackets > HP,504.0,177.9,402.0
2023-12-03,UK | PMax | Ladies Coats & Jackets > HP,313.0,100.87,174.0
2023-12-03,UK | Search | Brand | tROAS,103.0,78.65,103.0
2023-12-03,UK | PMax | Low ROAS <3.5,145.0,69.77,122.0
2023-12-03,UK | Leather > General,135.0,54.88,135.0
2023-12-03,UK | PMax | Zombie 6,128.0,44.35,119.0
2023-12-03,UK | Shopping | Mens Leather Jackets,146.0,39.42,146.0
2023-12-03,UK | Leather Luggage | Broad,44.0,34.81,44.0
2023-12-03,UK | PMax | Zombie 7,118.0,26.03,79.0
2023-12-03,UK | PMax | Zombie 2,102.0,23.99,92.0
2023-12-03,UK | PMax | Zombie 5,65.0,18.75,47.0
2023-12-03,UK | PMax | Zombie 1,41.0,17.7,39.0
2023-12-03,UK | Search | Ladies Leather Coat,7.0,11.98,7.0
2023-12-03,UK | DSA,10.0,5.39,10.0
2023-12-03,UK | PMax | Mens Winter Specials,162.0,1.67,2.0
2023-12-02,UK | PMax | High ROAS 3.5>,815.0,348.19,676.0
2023-12-02,"UK | PMax | Luggage, Handbags, Purses",810.0,307.47,601.0
2023-12-02,IRE | PMax | Catchall,431.0,166.29,384.0
2023-12-02,UK | PMax | Mens Leather Jackets > HP,423.0,142.23,338.0
2023-12-02,UK | PMax | Ladies Coats & Jackets > HP,305.0,89.01,182.0
2023-12-02,UK | PMax | Low ROAS <3.5,169.0,75.06,155.0
2023-12-02,UK | Leather > General,129.0,62.07,129.0
2023-12-02,UK | Shopping | Mens Leather Jackets,148.0,38.3,148.0
2023-12-02,UK | PMax | Zombie 6,88.0,34.55,83.0
2023-12-02,UK | PMax | Zombie 7,92.0,31.07,74.0
2023-12-02,UK | Search | Brand | tROAS,79.0,29.2,79.0
2023-12-02,UK | Leather Luggage | Broad,27.0,26.92,27.0
2023-12-02,UK | PMax | Zombie 2,86.0,24.66,74.0
2023-12-02,UK | PMax | Zombie 5,64.0,17.53,46.0
2023-12-02,UK | PMax | Zombie 1,40.0,11.64,36.0
2023-12-02,UK | DSA,11.0,9.76,11.0
2023-12-02,UK | PMax | Mens Winter Specials,349.0,8.09,8.0
2023-12-02,UK | Search | Ladies Leather Coat,1.0,0.39,1.0
2023-12-01,UK | PMax | High ROAS 3.5>,731.0,310.79,547.0
2023-12-01,"UK | PMax | Luggage, Handbags, Purses",854.0,309.76,633.0
2023-12-01,IRE | PMax | Catchall,416.0,149.72,362.0
2023-12-01,UK | PMax | Mens Leather Jackets > HP,501.0,141.68,334.0
2023-12-01,UK | PMax | Low ROAS <3.5,224.0,91.69,193.0
2023-12-01,UK | PMax | Ladies Coats & Jackets > HP,216.0,74.1,124.0
2023-12-01,UK | Search | Brand | tROAS,86.0,60.24,86.0
2023-12-01,UK | Leather > General,96.0,46.28,96.0
2023-12-01,UK | PMax | Zombie 6,97.0,35.88,92.0
2023-12-01,UK | PMax | Zombie 7,84.0,24.5,67.0
2023-12-01,UK | Shopping | Mens Leather Jackets,97.0,23.78,97.0
2023-12-01,UK | PMax | Zombie 2,88.0,23.11,69.0
2023-12-01,UK | PMax | Zombie 5,54.0,14.85,39.0
2023-12-01,UK | PMax | Zombie 1,47.0,10.86,47.0
2023-12-01,UK | Leather Luggage | Broad,15.0,8.63,15.0
2023-12-01,UK | PMax | Mens Winter Specials,307.0,4.6,3.0
2023-12-01,UK | DSA,6.0,2.89,6.0
2023-12-01,UK | Search | Ladies Leather Coat,3.0,1.01,3.0
2023-11-30,UK | PMax | High ROAS 3.5>,721.0,409.53,571.0
2023-11-30,"UK | PMax | Luggage, Handbags, Purses",756.0,236.63,489.0
2023-11-30,IRE | PMax | Catchall,439.0,182.63,381.0
2023-11-30,UK | PMax | Catchall,224.0,139.92,211.0
2023-11-30,EU | PMax | Catchall,303.0,112.89,303.0
2023-11-30,UK | PMax | Mens Leather Jackets > HP,398.0,112.07,225.0
2023-11-30,UK | PMax | Ladies Leather Jackets > HP,254.0,103.35,95.0
2023-11-30,UK | PMax | Zombie 3,190.0,98.88,171.0
