"Main Reference","Product Name",Brand,Attributes,"Product Reference","Product Model","Sale Price","Regular Price","RRP Price",Categories,"Num. Categories","Stock Message","Stock Level","Total Images","Product Specific Images","On Sale",Active,Discontinued,"Meta Title","Meta Keywords","Meta Description",Weight,"Friendly URL","Image Location"
00001405,"Leather Shirt Jacket Birmingham Black/ant",Ashwood,"Size: XS",0000140502,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-black-ant-birmingham-p47,https://www.leathercompany.co.uk/images/products/1447679627-03038600.jpg
00001405,"Leather Shirt Jacket Birmingham Black/ant",Ashwood,"Size: S",0000140503,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,2,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-black-ant-birmingham-p47,https://www.leathercompany.co.uk/images/products/1447679627-03038600.jpg
00001405,"Leather Shirt Jacket Birmingham Black/ant",Ashwood,"Size: M",0000140504,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,6,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-black-ant-birmingham-p47,https://www.leathercompany.co.uk/images/products/1447679627-03038600.jpg
00001405,"Leather Shirt Jacket Birmingham Black/ant",Ashwood,"Size: L",0000140505,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-black-ant-birmingham-p47,https://www.leathercompany.co.uk/images/products/1447679627-03038600.jpg
00001405,"Leather Shirt Jacket Birmingham Black/ant",Ashwood,"Size: XL",0000140506,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-black-ant-birmingham-p47,https://www.leathercompany.co.uk/images/products/1447679627-03038600.jpg
00001405,"Leather Shirt Jacket Birmingham Black/ant",Ashwood,"Size: 2XL",0000140507,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-black-ant-birmingham-p47,https://www.leathercompany.co.uk/images/products/1447679627-03038600.jpg
00001405,"Leather Shirt Jacket Birmingham Black/ant",Ashwood,"Size: 3XL",0000140508,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-black-ant-birmingham-p47,https://www.leathercompany.co.uk/images/products/1447679627-03038600.jpg
00001433,"Leather Shirt Jacket Birmingham D-brown/app",Ashwood,"Size: XS",0000143302,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-d-brown-app-birmingham-p48,https://www.leathercompany.co.uk/images/products/1447679782-39718500.jpg
00001433,"Leather Shirt Jacket Birmingham D-brown/app",Ashwood,"Size: S",0000143303,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-d-brown-app-birmingham-p48,https://www.leathercompany.co.uk/images/products/1447679782-39718500.jpg
00001433,"Leather Shirt Jacket Birmingham D-brown/app",Ashwood,"Size: M",0000143304,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,2,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-d-brown-app-birmingham-p48,https://www.leathercompany.co.uk/images/products/1447679782-39718500.jpg
00001433,"Leather Shirt Jacket Birmingham D-brown/app",Ashwood,"Size: L",0000143305,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-d-brown-app-birmingham-p48,https://www.leathercompany.co.uk/images/products/1447679782-39718500.jpg
00001433,"Leather Shirt Jacket Birmingham D-brown/app",Ashwood,"Size: XL",0000143306,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,1,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-d-brown-app-birmingham-p48,https://www.leathercompany.co.uk/images/products/1447679782-39718500.jpg
00001433,"Leather Shirt Jacket Birmingham D-brown/app",Ashwood,"Size: 2XL",0000143307,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-d-brown-app-birmingham-p48,https://www.leathercompany.co.uk/images/products/1447679782-39718500.jpg
00001433,"Leather Shirt Jacket Birmingham D-brown/app",Ashwood,"Size: 3XL",0000143308,DM-SHIRT,99.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,Blouson & Casual Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-shirt-jacket-d-brown-app-birmingham-p48,https://www.leathercompany.co.uk/images/products/1447679782-39718500.jpg
00001223,"Leather Coat Tan/nub : Aberdeen Safari ",Ashwood,"Size: XS",0000122302,"1129-CONTRAST SAFARI",199.000,199.000,0,"&middot;&nbsp;Mens,Leather Jackets,3/4 Styles<br />",3,,0,5,5,N,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-tan-nub-aberdeen-safari-p49,https://www.leathercompany.co.uk/images/products/1447950340-81360400.jpg
00001223,"Leather Coat Tan/nub : Aberdeen Safari ",Ashwood,"Size: S",0000122303,"1129-CONTRAST SAFARI",199.000,199.000,0,"&middot;&nbsp;Mens,Leather Jackets,3/4 Styles<br />",3,,0,5,5,N,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-tan-nub-aberdeen-safari-p49,https://www.leathercompany.co.uk/images/products/1447950340-81360400.jpg
00001223,"Leather Coat Tan/nub : Aberdeen Safari ",Ashwood,"Size: M",0000122304,"1129-CONTRAST SAFARI",199.000,199.000,0,"&middot;&nbsp;Mens,Leather Jackets,3/4 Styles<br />",3,,0,5,5,N,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-tan-nub-aberdeen-safari-p49,https://www.leathercompany.co.uk/images/products/1447950340-81360400.jpg
00001223,"Leather Coat Tan/nub : Aberdeen Safari ",Ashwood,"Size: L",0000122305,"1129-CONTRAST SAFARI",199.000,199.000,0,"&middot;&nbsp;Mens,Leather Jackets,3/4 Styles<br />",3,,0,5,5,N,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-tan-nub-aberdeen-safari-p49,https://www.leathercompany.co.uk/images/products/1447950340-81360400.jpg
00001223,"Leather Coat Tan/nub : Aberdeen Safari ",Ashwood,"Size: XL",0000122306,"1129-CONTRAST SAFARI",199.000,199.000,0,"&middot;&nbsp;Mens,Leather Jackets,3/4 Styles<br />",3,,0,5,5,N,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-tan-nub-aberdeen-safari-p49,https://www.leathercompany.co.uk/images/products/1447950340-81360400.jpg
00001223,"Leather Coat Tan/nub : Aberdeen Safari ",Ashwood,"Size: 2XL",0000122307,"1129-CONTRAST SAFARI",199.000,199.000,0,"&middot;&nbsp;Mens,Leather Jackets,3/4 Styles<br />",3,,1,5,5,N,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-tan-nub-aberdeen-safari-p49,https://www.leathercompany.co.uk/images/products/1447950340-81360400.jpg
00001223,"Leather Coat Tan/nub : Aberdeen Safari ",Ashwood,"Size: 3XL",0000122308,"1129-CONTRAST SAFARI",199.000,199.000,0,"&middot;&nbsp;Mens,Leather Jackets,3/4 Styles<br />",3,,2,5,5,N,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-tan-nub-aberdeen-safari-p49,https://www.leathercompany.co.uk/images/products/1447950340-81360400.jpg
00001223,"Leather Coat Tan/nub : Aberdeen Safari ",Ashwood,"Size: 4XL",0000122309,"1129-CONTRAST SAFARI",199.000,199.000,0,"&middot;&nbsp;Mens,Leather Jackets,3/4 Styles<br />",3,,0,5,5,N,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-tan-nub-aberdeen-safari-p49,https://www.leathercompany.co.uk/images/products/1447950340-81360400.jpg
00001223,"Leather Coat Tan/nub : Aberdeen Safari ",Ashwood,"Size: 5XL",0000122310,"1129-CONTRAST SAFARI",199.000,199.000,0,"&middot;&nbsp;Mens,Leather Jackets,3/4 Styles<br />",3,,0,5,5,N,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-tan-nub-aberdeen-safari-p49,https://www.leathercompany.co.uk/images/products/1447950340-81360400.jpg
00005818,"Ely Black/ani- Leather Coat",Ashwood,"Size: XS",0000581802,2302,149.000,225.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-black-ani-ely-p50,https://www.leathercompany.co.uk/images/products/1447950132-15072300.jpg
00005818,"Ely Black/ani- Leather Coat",Ashwood,"Size: S",0000581803,2302,149.000,225.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,1,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-black-ani-ely-p50,https://www.leathercompany.co.uk/images/products/1447950132-15072300.jpg
00005818,"Ely Black/ani- Leather Coat",Ashwood,"Size: M",0000581804,2302,149.000,225.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-black-ani-ely-p50,https://www.leathercompany.co.uk/images/products/1447950132-15072300.jpg
00005818,"Ely Black/ani- Leather Coat",Ashwood,"Size: L",0000581805,2302,149.000,225.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-black-ani-ely-p50,https://www.leathercompany.co.uk/images/products/1447950132-15072300.jpg
00005818,"Ely Black/ani- Leather Coat",Ashwood,"Size: XL",0000581806,2302,149.000,225.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-black-ani-ely-p50,https://www.leathercompany.co.uk/images/products/1447950132-15072300.jpg
00005818,"Ely Black/ani- Leather Coat",Ashwood,"Size: 2XL",0000581807,2302,149.000,225.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-black-ani-ely-p50,https://www.leathercompany.co.uk/images/products/1447950132-15072300.jpg
00005818,"Ely Black/ani- Leather Coat",Ashwood,"Size: 3XL",0000581808,2302,149.000,225.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-black-ani-ely-p50,https://www.leathercompany.co.uk/images/products/1447950132-15072300.jpg
00000421,"Leather Biker Jacket : Cronus Black",Ashwood,"Size: XS",0000042102,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-black-cronus-p51,https://www.leathercompany.co.uk/images/products/1447949063-82555500.jpg
00000421,"Leather Biker Jacket : Cronus Black",Ashwood,"Size: S",0000042103,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-black-cronus-p51,https://www.leathercompany.co.uk/images/products/1447949063-82555500.jpg
00000421,"Leather Biker Jacket : Cronus Black",Ashwood,"Size: M",0000042104,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-black-cronus-p51,https://www.leathercompany.co.uk/images/products/1447949063-82555500.jpg
00000421,"Leather Biker Jacket : Cronus Black",Ashwood,"Size: L",0000042105,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-black-cronus-p51,https://www.leathercompany.co.uk/images/products/1447949063-82555500.jpg
00000421,"Leather Biker Jacket : Cronus Black",Ashwood,"Size: XL",0000042106,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-black-cronus-p51,https://www.leathercompany.co.uk/images/products/1447949063-82555500.jpg
00000421,"Leather Biker Jacket : Cronus Black",Ashwood,"Size: 2XL",0000042107,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-black-cronus-p51,https://www.leathercompany.co.uk/images/products/1447949063-82555500.jpg
00000421,"Leather Biker Jacket : Cronus Black",Ashwood,"Size: 3XL",0000042108,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-black-cronus-p51,https://www.leathercompany.co.uk/images/products/1447949063-82555500.jpg
00000421,"Leather Biker Jacket : Cronus Black",Ashwood,"Size: 4XL",0000042109,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-black-cronus-p51,https://www.leathercompany.co.uk/images/products/1447949063-82555500.jpg
00000407,"Leather Biker Jacket : Cronus Cognac/ddy",Ashwood,"Size: XS",0000040702,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-cognac-ddy-cronus-p52,https://www.leathercompany.co.uk/images/products/1447949250-44153800.jpg
00000407,"Leather Biker Jacket : Cronus Cognac/ddy",Ashwood,"Size: S",0000040703,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-cognac-ddy-cronus-p52,https://www.leathercompany.co.uk/images/products/1447949250-44153800.jpg
00000407,"Leather Biker Jacket : Cronus Cognac/ddy",Ashwood,"Size: M",0000040704,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-cognac-ddy-cronus-p52,https://www.leathercompany.co.uk/images/products/1447949250-44153800.jpg
00000407,"Leather Biker Jacket : Cronus Cognac/ddy",Ashwood,"Size: L",0000040705,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-cognac-ddy-cronus-p52,https://www.leathercompany.co.uk/images/products/1447949250-44153800.jpg
00000407,"Leather Biker Jacket : Cronus Cognac/ddy",Ashwood,"Size: XL",0000040706,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-cognac-ddy-cronus-p52,https://www.leathercompany.co.uk/images/products/1447949250-44153800.jpg
00000407,"Leather Biker Jacket : Cronus Cognac/ddy",Ashwood,"Size: 2XL",0000040707,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-cognac-ddy-cronus-p52,https://www.leathercompany.co.uk/images/products/1447949250-44153800.jpg
00000407,"Leather Biker Jacket : Cronus Cognac/ddy",Ashwood,"Size: 3XL",0000040708,FO-DIESEL,155.000,155.000,0,"&middot;&nbsp;Mens,Leather Jackets,Biker Styles<br />",3,,0,5,5,N,N,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-biker-jacket-cognac-ddy-cronus-p52,https://www.leathercompany.co.uk/images/products/1447949250-44153800.jpg
00009565,"Hades Cognac/mad Leather Coat",Ashwood,"Size: XS",0000956502,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-cognac-mad-hades-p53,https://www.leathercompany.co.uk/images/products/1447949833-41421400.jpg
00009565,"Hades Cognac/mad Leather Coat",Ashwood,"Size: S",0000956503,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,2,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-cognac-mad-hades-p53,https://www.leathercompany.co.uk/images/products/1447949833-41421400.jpg
00009565,"Hades Cognac/mad Leather Coat",Ashwood,"Size: M",0000956504,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-cognac-mad-hades-p53,https://www.leathercompany.co.uk/images/products/1447949833-41421400.jpg
00009565,"Hades Cognac/mad Leather Coat",Ashwood,"Size: L",0000956505,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-cognac-mad-hades-p53,https://www.leathercompany.co.uk/images/products/1447949833-41421400.jpg
00009565,"Hades Cognac/mad Leather Coat",Ashwood,"Size: XL",0000956506,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-cognac-mad-hades-p53,https://www.leathercompany.co.uk/images/products/1447949833-41421400.jpg
00009565,"Hades Cognac/mad Leather Coat",Ashwood,"Size: 2XL",0000956507,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-cognac-mad-hades-p53,https://www.leathercompany.co.uk/images/products/1447949833-41421400.jpg
00009565,"Hades Cognac/mad Leather Coat",Ashwood,"Size: 3XL",0000956508,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-cognac-mad-hades-p53,https://www.leathercompany.co.uk/images/products/1447949833-41421400.jpg
00009565,"Hades Cognac/mad Leather Coat",Ashwood,"Size: 4XL",0000956509,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-cognac-mad-hades-p53,https://www.leathercompany.co.uk/images/products/1447949833-41421400.jpg
00009565,"Hades Cognac/mad Leather Coat",Ashwood,"Size: 5XL",0000956510,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-cognac-mad-hades-p53,https://www.leathercompany.co.uk/images/products/1447949833-41421400.jpg
00009579,"Hades Mid Brown Leather Coat",Ashwood,"Size: XS",0000957902,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-mid-brown-hades-p54,https://www.leathercompany.co.uk/images/products/1447949888-32329400.jpg
00009579,"Hades Mid Brown Leather Coat",Ashwood,"Size: S",0000957903,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,1,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-mid-brown-hades-p54,https://www.leathercompany.co.uk/images/products/1447949888-32329400.jpg
00009579,"Hades Mid Brown Leather Coat",Ashwood,"Size: M",0000957904,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-mid-brown-hades-p54,https://www.leathercompany.co.uk/images/products/1447949888-32329400.jpg
00009579,"Hades Mid Brown Leather Coat",Ashwood,"Size: L",0000957905,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-mid-brown-hades-p54,https://www.leathercompany.co.uk/images/products/1447949888-32329400.jpg
00009579,"Hades Mid Brown Leather Coat",Ashwood,"Size: XL",0000957906,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-mid-brown-hades-p54,https://www.leathercompany.co.uk/images/products/1447949888-32329400.jpg
00009579,"Hades Mid Brown Leather Coat",Ashwood,"Size: 2XL",0000957907,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-mid-brown-hades-p54,https://www.leathercompany.co.uk/images/products/1447949888-32329400.jpg
00009579,"Hades Mid Brown Leather Coat",Ashwood,"Size: 3XL",0000957908,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,1,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-mid-brown-hades-p54,https://www.leathercompany.co.uk/images/products/1447949888-32329400.jpg
00009579,"Hades Mid Brown Leather Coat",Ashwood,"Size: 4XL",0000957909,HAIRING,129.000,189.000,0,"&middot;&nbsp;Mens,Leather Jackets,Offers,Sale For Him,3/4 Styles<br />",5,,0,5,5,Y,Y,N,Y,Y,Y,0.00,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/ashwood-leather-coat-mid-brown-hades-p54,https://www.leathercompany.co.uk/images/products/1447949888-32329400.jpg
