Top vs. Other,Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Final URL,Mobile final URL,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. value / click,Conv. value (by conv. time),Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.
Search partners: Top,Enabled,red leather jacket mens,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,hooded leather jacket womens,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather coat,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather coat,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,51,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,women's leather jackets sale,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,long leather jacket womens,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,2,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather look jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Limited,low quality,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,black leather jacket women,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,oversized leather blazer,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,oversized leather blazer,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather jacket outfits,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,812,89,10.96%,0.65,58.11,0.64,57.17,89,0.52%,57.17,0.98,0.46,0.65,126.27
Search partners,Enabled,mens leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,womens leather coat,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,biker jacket men,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,cropped leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather puffer jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,6,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather puffer jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,4,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather blazer,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,219,18,8.22%,0.45,8.08,0.00,0.00,18,0.00%,0.00,0.00,0.00,0.45,0.00
Search partners: Top,Enabled,studded leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather shirt jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Limited,low quality,GBP, --,,,82,2,2.44%,0.48,0.96,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.48,0.00
Google search: Top,Enabled,black leather jacket mens,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,mens brown leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather jacket sale,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,belted leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather shirt,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather jacket for men,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,trench coat leather,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,cream leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,7,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather blazer men,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,a leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,black biker jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Limited,low quality,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,burgundy leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,2,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather trench,Broad match,UK | Leather > General,Leather Jackets [BM],Limited,low quality,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,vintage leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,69,8,11.59%,0.53,4.22,0.00,0.00,8,0.00%,0.00,0.00,0.00,0.53,0.00
Google Display Network,Enabled,oversized biker jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather coat,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather blazer womens,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather blazer jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,motorbike jackets,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,sleeveless leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather bomber jacket women,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather coat with fur,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather coat with fur,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,real leather jacket women,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,black leather blazer,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,tan leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather aviator jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather jacket outfits,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,womens leather coat,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,brown leather blazer,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,3,1,33.33%,0.60,0.60,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.60,0.00
Search partners: Top,Enabled,long leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,tan leather jacket womens,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,tan leather jacket womens,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,ladies leather biker jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,black leather biker jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,20,4,20.00%,0.37,1.49,0.00,0.00,4,0.00%,0.00,0.00,0.00,0.37,0.00
Search partners: Top,Enabled,mens brown leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather motorcycle jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,sheep skin coat,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,9,3,33.33%,0.72,2.17,0.00,0.00,3,0.00%,0.00,0.00,0.00,0.72,0.00
Google search: Other,Enabled,studded leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,2,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,green leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,14,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,black leather jacket mens,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,collarless leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,4,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,mens leather jackets on sale,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,mango leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,belted leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,3,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,red leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Limited,low quality,GBP, --,,,55,3,5.45%,0.45,1.34,0.00,0.00,3,0.00%,0.00,0.00,0.00,0.45,0.00
Search partners,Enabled,black biker jacket women,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,pink leather jacket,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,trench coat leather,Broad match,UK | Leather > General,Leather Jackets [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather gilet,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,7,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,long leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,oversized leather blazer,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather jacket outfits,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,long leather jacket womens,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,13,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,ladies black leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,oversized leather jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,women's leather jackets sale,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,biker jacket women,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,biker jacket women,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black biker jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,plus size leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,black leather jacket mens,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,long leather coat,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,long leather coat,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,women's real leather jackets sale,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,192,24,12.50%,0.39,9.27,0.00,0.00,24,0.00%,0.00,0.00,0.00,0.39,0.00
Cross-network,Enabled,zara man leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,red leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,red leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,red leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,real leather jacket mens,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,13,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,real leather jacket mens,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather jacket with fur collar,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather jacket with fur collar,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,trench coat leather,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,belted leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,belted leather jacket,Broad match,UK | Leather > General,Leather Jackets (Ladies) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,quality leather jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,long black leather jacket,Broad match,UK | Leather > General,Leather Jackets (Mens) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,hidesign tote bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,wilson leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,jobis leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather tote backpack convertible,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,coral leather handbag,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,2,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,lorenz leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,479,19,3.97%,0.21,3.98,0.00,0.00,19,0.00%,0.00,0.00,0.00,0.21,0.00
Search partners: Top,Enabled,leather pouch bag for ladies,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,large leather shoulder bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,12,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,unique leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,one stud nappa bag with chain,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,danier leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,bostanten bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,large soft leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,200,8,4.00%,0.17,1.36,0.00,0.00,8,0.00%,0.00,0.00,0.00,0.17,0.00
Google search: Top,Enabled,bessel handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,15,5,33.33%,0.13,0.64,0.00,0.00,5,0.00%,0.00,0.00,0.00,0.13,0.00
