# ----------------------------------------
# Report CSV Export
# Account: Leather Company
# Property: Leather Company - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20230101
# End date: 20231231
Landing page,Country,Sessions,Users,New users,Engagement rate,Average engagement time per session,Key events,Total revenue
/sheepskin-fur-c5/sheepskin-footwear-c46/fenland-classic-mens-suede-sheepskin-moccasin-slippers-tan-beige-p4090/s14551,United Kingdom,965,894,824,0.7067357512953368,49.64559585492228,13,692.7
/ladies-c3/ashwood-womens-croc-7-card-large-leather-purse-green-c-05-p5997/s18482,United Kingdom,962,877,774,0.6413721413721414,46.1995841995842,24,668.378027
/sheepskin-fur-c5/mens-sheepskin-jackets-c35/sheepskin-coat-whisky-denver-p1514/s7529,United Kingdom,956,820,630,0.5700836820083682,36.39958158995816,0,0
/sheepskin-fur-c5/mens-sheepskin-jackets-c35/classic-sheepskin-coat-brown-churchill-p3082/s10998,United Kingdom,953,708,514,0.5802728226652676,43.810073452256034,0,0
/ladies-c3/14-card-rfid-protected-large-leather-purse-wood-rose-j-53-p5936/s18320,United Kingdom,944,864,769,0.7002118644067796,51.24576271186441,27,604.656026
/size-guide-i9,United Kingdom,942,846,745,0.5467091295116773,38.56900212314225,1,199
/mens-c4/mens-leather-washbag-chestnut-gb-milo-p6357/s19307,United Kingdom,937,844,688,0.6691568836712913,51.68196371398079,26,819.19
/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-22-card-coin-note-purse-taupe-d-84-p4309/s15030,United Kingdom,936,813,628,0.5502136752136753,29.504273504273506,3,99.96
/mens-c4/man-bags-briefcases-c12/backpacks-c116/michigan-leather-backpack-cognac-m-51-p3972/s14397,United Kingdom,936,845,696,0.6666666666666666,54.29059829059829,7,494.835183
/mens-c4/man-bags-briefcases-c12/flight-bags-c118,United Kingdom,932,870,564,0.6491416309012875,112.40343347639485,24,1590.44
/handbags-c6/backpacks-c89/large-vintage-leather-backpack-honey-g28-p3755/s13672,United Kingdom,926,840,714,0.6792656587473002,63.24946004319654,8,862.91
/ladies-c3/ashwood-a4-leather-book-cover-brandy-p6763/s20093,United Kingdom,925,843,753,0.5794594594594594,35.46378378378378,6,193.64
