NumberType: GTIN-13,,,,,,,,,
Prefix: 506104960,,,,,,,,,
,,,,,,,,,
Number,Status,Product Name,Description,Main Brand,Sub Brand,Product Link,MPN,SKU,Updated
"=""5061049601820""",Active,"Ferdinand, 5704 - TAN Size M - Mens Leather Jacket","Ferdinand, 5704 - TAN Size M - Mens Leather Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/blouson-casual-styles-c123/leather-jacket-tan-ferdinand-p7971,,"=""4939004""","=""04/03/2024 12:08:03"""
"=""5061049601837""",Active,"Ferdinand, 5704 - TAN Size L - Mens Leather Jacket","Ferdinand, 5704 - TAN Size L - Mens Leather Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/blouson-casual-styles-c123/leather-jacket-tan-ferdinand-p7972,,"=""4939005""","=""04/03/2024 12:08:03"""
"=""5061049601844""",Active,"Ferdinand, 5704 - TAN Size XL - Mens Leather Jacket","Ferdinand, 5704 - TAN Size XL - Mens Leather Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/blouson-casual-styles-c123/leather-jacket-tan-ferdinand-p7973,,"=""4939006""","=""04/03/2024 12:08:03"""
"=""5061049601851""",Active,"Ferdinand, 5704 - TAN Size 2XL - Mens Leather Jacket","Ferdinand, 5704 - TAN Size 2XL - Mens Leather Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/blouson-casual-styles-c123/leather-jacket-tan-ferdinand-p7974,,"=""4939007""","=""04/03/2024 12:08:03"""
"=""5061049601868""",Active,"Ferdinand, 5704 - TAN Size 3Xl - Mens Leather Jacket","Ferdinand, 5704 - TAN Size 3Xl - Mens Leather Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/blouson-casual-styles-c123/leather-jacket-tan-ferdinand-p7975,,"=""4939008""","=""04/03/2024 12:08:03"""
"=""5061049601875""",Active,"Ferdinand, 5704 - TAN Size 4Xl - Mens Leather Jacket","Ferdinand, 5704 - TAN Size 4Xl - Mens Leather Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/blouson-casual-styles-c123/leather-jacket-tan-ferdinand-p7976,,"=""4939009""","=""04/03/2024 12:08:03"""
"=""5061049601882""",Active,"Ferdinand, 5704 - TAN Size 5XL - Mens Leather Jacket","Ferdinand, 5704 - TAN Size 5XL - Mens Leather Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/blouson-casual-styles-c123/leather-jacket-tan-ferdinand-p7977,,"=""4939010""","=""04/03/2024 12:08:03"""
"=""5061049601899""",Active,"Ferdinand, 5704 - TAN Size 6XL - Mens Leather Jacket","Ferdinand, 5704 - TAN Size 6XL - Mens Leather Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/blouson-casual-styles-c123/leather-jacket-tan-ferdinand-p7978,,"=""4939011""","=""04/03/2024 12:08:03"""
"=""5061049601905""",Active,"Axel, G-6400 - Black Size S - Mens Leather Biker Jacket","Axel, G-6400 - Black Size S - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-black-axel-p6149,,"=""0004348403""","=""04/03/2024 12:46:55"""
"=""5061049601912""",Active,"Axel, G-6400 - Black Size M - Mens Leather Biker Jacket","Axel, G-6400 - Black Size M - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-black-axel-p6150,,"=""0004348404""","=""04/03/2024 12:46:55"""
"=""5061049601929""",Active,"Axel, G-6400 - Black Size L - Mens Leather Biker Jacket","Axel, G-6400 - Black Size L - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-black-axel-p6151,,"=""0004348405""","=""04/03/2024 12:46:55"""
"=""5061049601936""",Active,"Axel, G-6400 - Black Size XL - Mens Leather Biker Jacket","Axel, G-6400 - Black Size XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-black-axel-p6152,,"=""0004348406""","=""04/03/2024 12:46:55"""
"=""5061049601943""",Active,"Axel, G-6400 - Black Size 2XL - Mens Leather Biker Jacket","Axel, G-6400 - Black Size 2XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-black-axel-p6153,,"=""0004348407""","=""04/03/2024 12:46:56"""
"=""5061049601950""",Active,"Axel, G-6400 - Black Size 3XL - Mens Leather Biker Jacket","Axel, G-6400 - Black Size 3XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-black-axel-p6154,,"=""0004348408""","=""04/03/2024 12:46:56"""
"=""5061049601967""",Active,"Axel, G-6400 - Black Size 4XL - Mens Leather Biker Jacket","Axel, G-6400 - Black Size 4XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-black-axel-p6155,,"=""0004348409""","=""04/03/2024 12:46:56"""
"=""5061049601974""",Active,"Axel, G-6400 - Black Size 5XL - Mens Leather Biker Jacket","Axel, G-6400 - Black Size 5XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-black-axel-p6156,,"=""0004348410""","=""04/03/2024 12:46:56"""
"=""5061049601981""",Active,"Axel, G-6400 - Tan Size S - Mens Leather Biker Jacket","Axel, G-6400 - Tan Size S - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-tan-axel-p6151,,"=""0004349903""","=""04/03/2024 12:46:56"""
"=""5061049601998""",Active,"Axel, G-6400 - Tan Size M - Mens Leather Biker Jacket","Axel, G-6400 - Tan Size M - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-tan-axel-p6152,,"=""0004349904""","=""04/03/2024 12:46:56"""
"=""5061049602001""",Active,"Axel, G-6400 - Tan Size L - Mens Leather Biker Jacket","Axel, G-6400 - Tan Size L - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-tan-axel-p6153,,"=""0004349905""","=""04/03/2024 12:46:56"""
"=""5061049602018""",Active,"Axel, G-6400 - Tan Size XL - Mens Leather Biker Jacket","Axel, G-6400 - Tan Size XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-tan-axel-p6154,,"=""0004349906""","=""04/03/2024 12:46:56"""
"=""5061049602025""",Active,"Axel, G-6400 - Tan Size 2XL - Mens Leather Biker Jacket","Axel, G-6400 - Tan Size 2XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-tan-axel-p6155,,"=""0004349907""","=""04/03/2024 12:46:56"""
"=""5061049602032""",Active,"Axel, G-6400 - Tan Size 3XL - Mens Leather Biker Jacket","Axel, G-6400 - Tan Size 3XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-tan-axel-p6156,,"=""0004349908""","=""04/03/2024 12:46:56"""
"=""5061049602049""",Active,"Axel, G-6400 - Tan Size 4XL - Mens Leather Biker Jacket","Axel, G-6400 - Tan Size 4XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-tan-axel-p6157,,"=""0004349909""","=""04/03/2024 12:46:56"""
"=""5061049602056""",Active,"Axel, G-6400 - Tan Size 5XL - Mens Leather Biker Jacket","Axel, G-6400 - Tan Size 5Xl - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-tan-axel-p6158,,"=""0004349910""","=""04/03/2024 12:46:56"""
"=""5061049602063""",Active,"Axel, G-6400 - Burgundy Size S - Mens Leather Biker Jacket","Axel, G-6400 - Burgundy Size S - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-burgundy-axel-p6150,,"=""0004351403""","=""04/03/2024 12:46:56"""
"=""5061049602070""",Active,"Axel, G-6400 - Burgundy Size M - Mens Leather Biker Jacket","Axel, G-6400 - Burgundy Size M - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-burgundy-axel-p6151,,"=""0004351404""","=""04/03/2024 12:46:56"""
"=""5061049602087""",Active,"Axel, G-6400 - Burgundy Size L - Mens Leather Biker Jacket","Axel, G-6400 - Burgundy Size L - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-burgundy-axel-p6152,,"=""0004351405""","=""04/03/2024 12:46:56"""
"=""5061049602094""",Active,"Axel, G-6400 - Burgundy Size XL - Mens Leather Biker Jacket","Axel, G-6400 - Burgundy Size XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-burgundy-axel-p6153,,"=""0004351406""","=""04/03/2024 12:46:56"""
"=""5061049602100""",Active,"Axel, G-6400 - Burgundy Size 2XL - Mens Leather Biker Jacket","Axel, G-6400 - Burgundy Size 2XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-burgundy-axel-p6154,,"=""0004351407""","=""04/03/2024 12:46:56"""
"=""5061049602117""",Active,"Axel, G-6400 - Burgundy Size 3XL - Mens Leather Biker Jacket","Axel, G-6400 - Burgundy Size 3XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-burgundy-axel-p6155,,"=""0004351408""","=""04/03/2024 12:46:56"""
"=""5061049602124""",Active,"Axel, G-6400 - Burgundy Size 4XL - Mens Leather Biker Jacket","Axel, G-6400 - Burgundy Size 4XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-burgundy-axel-p6156,,"=""0004351409""","=""04/03/2024 12:46:56"""
"=""5061049602131""",Active,"Axel, G-6400 - Burgundy Size 5XL - Mens Leather Biker Jacket","Axel, G-6400 - Burgundy Size 5XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/mens-leather-biker-jacket-burgundy-axel-p6157,,"=""0004351410""","=""04/03/2024 12:46:56"""
"=""5061049602148""",Active,"Hard Knott, BR Rock 2 - Black Size XS - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Black Size XS - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-black-hard-knott-p5376,,"=""4142302""","=""04/03/2024 14:17:11"""
"=""5061049602155""",Active,"Hard Knott, BR Rock 2 - Black Size S - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Black Size S - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-black-hard-knott-p5377,,"=""4142303""","=""04/03/2024 14:17:11"""
"=""5061049602162""",Active,"Hard Knott, BR Rock 2 - Black Size M - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Black Size M - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-black-hard-knott-p5378,,"=""4142304""","=""04/03/2024 14:17:11"""
"=""5061049602179""",Active,"Hard Knott, BR Rock 2 - Black Size L - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Black Size L - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-black-hard-knott-p5379,,"=""4142305""","=""04/03/2024 14:17:11"""
"=""5061049602186""",Active,"Hard Knott, BR Rock 2 - Black Size XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Black Size XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-black-hard-knott-p5380,,"=""4142306""","=""04/03/2024 14:17:11"""
"=""5061049602193""",Active,"Hard Knott, BR Rock 2 - Black Size 2XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Black Size 2XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-black-hard-knott-p5381,,"=""4142307""","=""04/03/2024 14:17:11"""
"=""5061049602209""",Active,"Hard Knott, BR Rock 2 - Black Size 3XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Black Size 3XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-black-hard-knott-p5382,,"=""4142308""","=""04/03/2024 14:17:11"""
"=""5061049602216""",Active,"Hard Knott, BR Rock 2 - Black Size 4XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Black Size 4XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-black-hard-knott-p5383,,"=""4142309""","=""04/03/2024 14:17:11"""
"=""5061049602223""",Active,"Hard Knott, BR Rock 2 - Black Size 5XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Black Size 5XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-black-hard-knott-p5384,,"=""4142310""","=""04/03/2024 14:17:11"""
"=""5061049602230""",Active,"Hard Knott, BR Rock 2 - Black Size 6XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Black Size 6XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-black-hard-knott-p5385,,"=""4142311""","=""04/03/2024 14:17:11"""
"=""5061049602247""",Active,"Hard Knott, BR Rock 2 - Tan Size XS - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Tan Size XS - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-tan-hard-knott-p5377,,"=""4143802""","=""04/03/2024 14:17:11"""
"=""5061049602254""",Active,"Hard Knott, BR Rock 2 - Tan Size S - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Tan Size S - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-tan-hard-knott-p5377,,"=""4143803""","=""04/03/2024 14:17:11"""
"=""5061049602261""",Active,"Hard Knott, BR Rock 2 - Tan Size M - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Tan Size M - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-tan-hard-knott-p5377,,"=""4143804""","=""04/03/2024 14:17:11"""
"=""5061049602278""",Active,"Hard Knott, BR Rock 2 - Tan Size L - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Tan Size L - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-tan-hard-knott-p5377,,"=""4143805""","=""04/03/2024 14:17:11"""
"=""5061049602285""",Active,"Hard Knott, BR Rock 2 - Tan Size XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Tan Size XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-tan-hard-knott-p5377,,"=""4143806""","=""04/03/2024 14:17:12"""
"=""5061049602292""",Active,"Hard Knott, BR Rock 2 - Tan Size 2XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Tan Size 2XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-tan-hard-knott-p5377,,"=""4143807""","=""04/03/2024 14:17:12"""
"=""5061049602308""",Active,"Hard Knott, BR Rock 2 - Tan Size 3XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Tan Size 3XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-tan-hard-knott-p5377,,"=""4143808""","=""04/03/2024 14:17:12"""
"=""5061049602315""",Active,"Hard Knott, BR Rock 2 - Tan Size 4XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Tan Size 4XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-tan-hard-knott-p5377,,"=""4143809""","=""04/03/2024 14:17:12"""
"=""5061049602322""",Active,"Hard Knott, BR Rock 2 - Tan Size 5XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Tan Size 5XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-tan-hard-knott-p5377,,"=""4143810""","=""04/03/2024 14:17:12"""
"=""5061049602339""",Active,"Hard Knott, BR Rock 2 - Tan Size 6XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Tan Size 6XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-tan-hard-knott-p5377,,"=""4143811""","=""04/03/2024 14:17:12"""
"=""5061049602346""",Active,"Hard Knott, BR Rock 2 - Burgundy Size S - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Burgundy Size S - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-biker-jacket-burgundy-hard-knott-p6542,,"=""4482703""","=""04/03/2024 14:17:12"""
"=""5061049602353""",Active,"Hard Knott, BR Rock 2 - Burgundy Size M - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Burgundy Size M - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-biker-jacket-burgundy-hard-knott-p6542,,"=""4482704""","=""04/03/2024 14:17:12"""
"=""5061049602360""",Active,"Hard Knott, BR Rock 2 - Burgundy Size L - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Burgundy Size L - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-biker-jacket-burgundy-hard-knott-p6542,,"=""4482705""","=""04/03/2024 14:17:12"""
"=""5061049602377""",Active,"Hard Knott, BR Rock 2 - Burgundy Size XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Burgundy Size XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-biker-jacket-burgundy-hard-knott-p6542,,"=""4482706""","=""04/03/2024 14:17:12"""
"=""5061049602384""",Active,"Hard Knott, BR Rock 2 - Burgundy Size 2XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Burgundy Size 2XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-biker-jacket-burgundy-hard-knott-p6542,,"=""4482707""","=""04/03/2024 14:17:12"""
"=""5061049602391""",Active,"Hard Knott, BR Rock 2 - Burgundy Size 3XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Burgundy Size 3XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-biker-jacket-burgundy-hard-knott-p6542,,"=""4482708""","=""04/03/2024 14:17:12"""
"=""5061049602407""",Active,"Hard Knott, BR Rock 2 - Burgundy Size 4XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Burgundy Size 4XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-biker-jacket-burgundy-hard-knott-p6542,,"=""4482709""","=""04/03/2024 14:17:12"""
"=""5061049602414""",Active,"Hard Knott, BR Rock 2 - Burgundy Size 5XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Burgundy Size 5XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-biker-jacket-burgundy-hard-knott-p6542,,"=""4482710""","=""04/03/2024 14:17:12"""
"=""5061049602421""",Active,"Hard Knott, BR Rock 2 - Burgundy Size 6XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Burgundy Size 6XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-biker-jacket-burgundy-hard-knott-p6542,,"=""4482711""","=""04/03/2024 14:17:12"""
"=""5061049602438""",Active,"Hard Knott, BR Rock 2 - Navy Size S - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Navy Size S - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-navy-hard-knott-p6543,,"=""4484203""","=""04/03/2024 14:17:12"""
"=""5061049602445""",Active,"Hard Knott, BR Rock 2 - Navy Size M - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Navy Size M - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-navy-hard-knott-p6543,,"=""4484204""","=""04/03/2024 14:17:12"""
"=""5061049602452""",Active,"Hard Knott, BR Rock 2 - Navy Size L - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Navy Size L - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-navy-hard-knott-p6543,,"=""4484205""","=""04/03/2024 14:17:12"""
"=""5061049602469""",Active,"Hard Knott, BR Rock 2 - Navy Size XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Navy Size XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-navy-hard-knott-p6543,,"=""4484206""","=""04/03/2024 14:17:12"""
"=""5061049602476""",Active,"Hard Knott, BR Rock 2 - Navy Size 2XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Navy Size 2XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-navy-hard-knott-p6543,,"=""4484207""","=""04/03/2024 14:17:12"""
"=""5061049602483""",Active,"Hard Knott, BR Rock 2 - Navy Size 3XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Navy Size 3XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-navy-hard-knott-p6543,,"=""4484208""","=""04/03/2024 14:17:13"""
"=""5061049602490""",Active,"Hard Knott, BR Rock 2 - Navy Size 4XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Navy Size 4XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-navy-hard-knott-p6543,,"=""4484209""","=""04/03/2024 14:17:13"""
"=""5061049602506""",Active,"Hard Knott, BR Rock 2 - Navy Size 5XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Navy Size 5XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-navy-hard-knott-p6543,,"=""4484210""","=""04/03/2024 14:17:13"""
"=""5061049602513""",Active,"Hard Knott, BR Rock 2 - Navy Size 6XL - Mens Leather Biker Jacket","Hard Knott, BR Rock 2 - Navy Size 6XL - Mens Leather Biker Jacket",Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-biker-jacket-navy-hard-knott-p6543,,"=""4484211""","=""04/03/2024 14:17:13"""
"=""5061049602520""",Active,2436 - Black Size S - Mens Leather Bomber Jacket,2436 - Black Size S - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-black-2436-p8058,,"=""0004983403""","=""04/03/2024 14:47:00"""
"=""5061049602537""",Active,2436 - Black Size M - Mens Leather Bomber Jacket,2436 - Black Size M - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-black-2436-p8058,,"=""0004983404""","=""04/03/2024 15:08:07"""
"=""5061049602544""",Active,2436 - Black Size L - Mens Leather Bomber Jacket,2436 - Black Size L - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-black-2436-p8058,,"=""0004983405""","=""04/03/2024 15:08:25"""
"=""5061049602551""",Active,2436 - Black Size XL - Mens Leather Bomber Jacket,2436 - Black Size XL - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-black-2436-p8058,,"=""0004983406""","=""04/03/2024 15:08:56"""
"=""5061049602568""",Active,2436 - Black Size 2XL - Mens Leather Bomber Jacket,2436 - Black Size 2XL - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-black-2436-p8058,,"=""0004983407""","=""04/03/2024 15:09:14"""
"=""5061049602575""",Active,2436 - Black Size 3XL - Mens Leather Bomber Jacket,2436 - Black Size 3XL - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-black-2436-p8058,,"=""0004983408""","=""04/03/2024 15:09:37"""
"=""5061049602582""",Active,2436 - Black Size 4XL - Mens Leather Bomber Jacket,2436 - Black Size 4XL - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-black-2436-p8058,,"=""0004983409""","=""04/03/2024 15:09:58"""
"=""5061049602599""",Active,2436 - Tan Size S - Mens Leather Bomber Jacket,2436 - Tan Size S - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-tan-2436-p8059,,"=""0004984903""","=""04/03/2024 15:10:15"""
"=""5061049602605""",Active,2436 - Tan Size M - Mens Leather Bomber Jacket,2436 - Tan Size M - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-tan-2436-p8059,,"=""0004984904""","=""04/03/2024 15:10:36"""
"=""5061049602612""",Active,2436 - Tan Size L - Mens Leather Bomber Jacket,2436 - Tan Size L - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-tan-2436-p8059,,"=""0004984905""","=""04/03/2024 15:11:10"""
"=""5061049602629""",Active,2436 - Tan Size XL - Mens Leather Bomber Jacket,2436 - Tan Size XL - Mens Leather Bomber Jacket,Ashwood Leather,,https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/bomber-styles-c99/mens-leather-bomber-jacket-tan-2436-p8059,,"=""0004984906""","=""04/03/2024 15:10:55"""
