NumberType: GTIN-13,,,,,,,,,
Prefix: 506104960,,,,,,,,,
,,,,,,,,,
Number,Status,Product Name,Description,Main Brand,Sub Brand,Product Link,MPN,SKU,Updated
"=""5061049603923""",Active,LF-149 WRITING DESK,LF-149 WRITING DESK,Ashwood,,,,,"=""05/03/2024 13:56:16"""
"=""5061049603930""",Active,LF-150 SIDE TABLE,LF-150 SIDE TABLE,Ashwood,,,,,"=""05/03/2024 13:56:51"""
"=""5061049603947""",Active,LF-151 TRUNK SIDE TABLE,LF-151 TRUNK SIDE TABLE,Ashwood,,,,,"=""05/03/2024 13:59:40"""
"=""5061049603954""",Active,LF-152 TRUNK STORAGE TABLE,LF-152 TRUNK STORAGE TABLE,Ashwood,,,,,"=""05/03/2024 14:00:30"""
"=""5061049603961""",Active,LF-153 MINI BAR,LF-153 MINI BAR,Ashwood,,,,,"=""05/03/2024 14:01:11"""
"=""5061049603978""",Active,LF-154 BRASS CONSOLE,LF-154 BRASS CONSOLE,Ashwood,,,,,"=""05/03/2024 14:03:42"""
"=""5061049603985""",Active,LF-155 LARGE TRUNK,LF-155 LARGE TRUNK,Ashwood,,,,,"=""05/03/2024 14:04:38"""
"=""5061049603992""",Active,LF-156 BUTLER TRAY,LF-156 BUTLER TRAY,Ashwood,,,,,"=""05/03/2024 14:14:20"""
"=""5061049604005""",Active,LF-157 BRASS TRAY,LF-157 BRASS TRAY,Ashwood,,,,,"=""05/03/2024 14:15:00"""
"=""5061049604012""",Active,LF-158 LEATHER TRAY,LF-158 LEATHER TRAY,Ashwood,,,,,"=""05/03/2024 14:15:34"""
"=""5061049604029""",Active,LF-159 ROUND COASTER,LF-159 ROUND COASTER,Ashwood,,,,,"=""05/03/2024 14:17:40"""
"=""5061049604036""",Active,LF-160 SQUARE COASTER,LF-160 SQUARE COASTER,Ashwood,,,,,"=""05/03/2024 14:19:33"""
"=""5061049604043""",Active,LF-161 MAGAZINE BASKET,LF-161 MAGAZINE BASKET,Ashwood,,,,,"=""05/03/2024 14:20:08"""
"=""5061049604050""",Active,LF-162 WOVEN MAGAZINE BASKET,LF-162 WOVEN MAGAZINE BASKET,Ashwood,,,,,"=""05/03/2024 14:20:59"""
"=""5061049604067""",Active,LF-163 SMALL JEWELLERY BOX,LF-163 SMALL JEWELLERY BOX,Ashwood,,,,,"=""05/03/2024 14:24:36"""
"=""5061049604074""",Active,LF-164 MEDIUM JEWELLERY BOX,LF-164 MEDIUM JEWELLERY BOX,Ashwood,,,,,"=""05/03/2024 14:25:33"""
"=""5061049604081""",Active,LF-165 HANDBAG JEWELLERY BOX,LF-165 HANDBAG JEWELLERY BOX,Ashwood,,,,,"=""05/03/2024 14:27:11"""
"=""5061049604098""",Active,LF-166 SQUARE JEWELLERY BOX,LF-166 SQUARE JEWELLERY BOX,Ashwood,,,,,"=""05/03/2024 14:29:23"""
"=""5061049604104""",Active,LF-167 DIRECTOR'S CHAIR,LF-167 DIRECTOR'S CHAIR,Ashwood,,,,,"=""05/03/2024 14:31:25"""
"=""5061049604111""",Active,LF-168 GOLF BAG,LF-168 GOLF BAG,Ashwood,,,,,"=""05/03/2024 14:32:10"""
"=""5061049604128""",Active,LF-169 HUNGRY HIPPO,LF-169 HUNGRY HIPPO,Ashwood,,,,,"=""05/03/2024 14:32:53"""
"=""5061049604135""",Active,LF-170 ROUND JEWELLERY LEATHER BOX,LF-170 ROUND JEWELLERY LEATHER BOX,Ashwood,,,,,"=""05/03/2024 14:36:30"""
"=""5061049604142""",Active,LF-171 POUFFE,LF-171 POUFFE,Ashwood,,,,,"=""05/03/2024 14:36:57"""
"=""5061049604159""",Active,LF-172 TRIPLE LAYER PAPER TRAY,LF-172 TRIPLE LAYER PAPER TRAY,,,,,,"=""05/03/2024 14:37:32"""
"=""5061049604166""",Active,LF-173 A4 ZIP FOLDER,LF-173 A4 ZIP FOLDER,Ashwood,,,,,"=""05/03/2024 14:38:12"""
"=""5061049604173""",Active,LF-174 BRASS COFFEE TABLE,LF-174 BRASS COFFEE TABLE,Ashwood,,,,,"=""05/03/2024 14:38:47"""
"=""5061049604180""",Active,Ashwood Leather Brown Suede Bag: LB-6354,Ashwood Leather Brown Suede Bag: LB-6354,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/leather-handbags-c10/ashwood-leather-brown-suede-bag-lb-6354-p8743,,,"=""05/03/2024 14:55:40"""
"=""5061049604197""",Active,LF-175 BEAR,LF-175 BEAR,Ashwood,,,,,"=""05/03/2024 15:50:32"""
"=""5061049604203""",Active,LF-176 ELEPHANT,LF-176 ELEPHANT,Ashwood,,,,,"=""05/03/2024 15:51:42"""
"=""5061049604210""",Active,LF-177 TURTLE,LF-177 TURTLE,Ashwood,,,,,"=""05/03/2024 15:52:09"""
"=""5061049604227""",Active,LF-178 HORSE,LF-178 HORSE,Ashwood,,,,,"=""05/03/2024 15:53:45"""
"=""5061049604234""",Active,LF-179 PONY,LF-179 PONY,Ashwood,,,,,"=""05/03/2024 15:54:23"""
"=""5061049604241""",Active,LF-180 RHINO,LF-180 RHINO,Ashwood,,,,,"=""05/03/2024 15:54:44"""
"=""5061049604258""",Active,LF-181 DOG,LF-181 DOG,Ashwood,,,,,"=""05/03/2024 15:56:45"""
"=""5061049604265""",Active,LF-182 CHESTERFIELD SINGLE SOFA,LF-182 CHESTERFIELD SINGLE SOFA,,,,,,"=""05/03/2024 15:57:51"""
"=""5061049604272""",Active,LF-183 CHESTERFIELD SINGLE CHAIR,LF-183 CHESTERFIELD SINGLE CHAIR,Ashwood,,,,,"=""05/03/2024 15:58:23"""
"=""5061049604289""",Active,LF-184 SMALL STORAGE BOX,LF-184 SMALL STORAGE BOX,Ashwood,,,,,"=""05/03/2024 15:59:02"""
"=""5061049604296""",Active,LF-185 MEDIUM STORAGE BOX,LF-185 MEDIUM STORAGE BOX,Ashwood,,,,,"=""05/03/2024 16:04:35"""
"=""5061049604302""",Active,LF-186 LARGE STORAGE BOX,LF-186 LARGE STORAGE BOX,Ashwood,,,,,"=""05/03/2024 16:05:16"""
"=""5061049604319""",Active,LF-187 WINE BOX,LF-187 WINE BOX,Ashwood,,,,,"=""05/03/2024 16:05:47"""
"=""5061049604326""",Active,LF-188 DRINK SHAKER MIXER,LF-188 DRINK SHAKER MIXER,Ashwood,,,,,"=""05/03/2024 16:06:34"""
"=""5061049604333""",Active,Ashwood Leather Crosbody Bag Black/suede: LB-6271,LB-6271- Black/suede Ashwood Leather Crosbody Bag,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/leather-handbags-c10/ashwood-leather-crosbody-bag-black-suede-lb-6271-p8742,,,"=""05/03/2024 16:08:05"""
"=""5061049604340""",Active,Ashwood Leather Shoulder Bag Tan: LB-6278Q,Ashwood Leather Shoulder Bag Tan: LB-6278Q,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/leather-handbags-c10/ashwood-leather-shoulder-bag-tan-lb-6278q-p8747,,,"=""05/03/2024 16:17:16"""
"=""5061049604357""",Active,LF-190 FOLDING CHAIR,LF-190 FOLDING CHAIR,Ashwood,,,,,"=""05/03/2024 16:13:35"""
"=""5061049604364""",Active,LF-191 CAR SEAT CHAIR,LF-191 CAR SEAT CHAIR,Ashwood,,,,,"=""05/03/2024 16:14:23"""
"=""5061049604371""",Active,Ashwood Leather Shoulder Bag White: LB-6278Q,Ashwood Leather Shoulder Bag White: LB-6278Q,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/leather-handbags-c10/ashwood-leather-shoulder-bag-white-lb-6278q-p8748,,,"=""05/03/2024 16:20:50"""
"=""5061049604388""",Active,Ashwood Leather Plain Shoulder Bag Tan: LB-6278,Ashwood Leather Plain Shoulder Bag Tan: LB-6278,Ashwood Leather,,,,,"=""05/03/2024 16:39:16"""
"=""5061049604395""",Active,Ashwood Leather Plain Shoulder Bag Black: LB-6278,Ashwood Leather Plain Shoulder Bag Black: LB-6278,Ashwood Leather,,,,,"=""05/03/2024 16:40:47"""
"=""5061049604401""",Active,Ashwood Leather Round Crossbody Bag Rust/wash: GR-6117S,Ashwood Leather Round Crossbody Bag Rust/wash: GR-6117S,Ashwood Leather,,,,,"=""05/03/2024 16:58:04"""
"=""5061049604418""",Active,Ashwood Chain Strap Small Cross Body Bag Black: 62262,Ashwood Chain Strap Small Cross Body Bag Black: 62262,Ashwood Leather,,,,,"=""05/03/2024 17:01:34"""
"=""5061049604425""",Active,LF-111 A6 NOTE BOOK BROWN,LF-111 A6 NOTE BOOK BROWN,Ashwood Leather,,,,,"=""06/03/2024 15:39:01"""
"=""5061049604432""",Active,LF-111 A6 NOTE BOOK CHESTNUT,LF-111 A6 NOTE BOOK CHESTNUT,Ashwood,,,,,"=""06/03/2024 15:40:07"""
"=""5061049604449""",Active,LF-112 A5 NOTE BOOK BROWN,LF-112 A5 NOTE BOOK BROWN,Ashwood,,,,,"=""06/03/2024 15:44:51"""
"=""5061049604456""",Active,LF-112 A5 NOTE BOOK CHESTNUT,LF-112 A5 NOTE BOOK CHESTNUT,Ashwood,,,,,"=""06/03/2024 15:47:03"""
"=""5061049604463""",Active,LF-113 A4 NOTE BOOK BROWN,LF-113 A4 NOTE BOOK BROWN,Ashwood,,,,,"=""06/03/2024 15:55:28"""
"=""5061049604470""",Active,LF-113 A4 NOTE BOOK CHESTNUT,LF-113 A4 NOTE BOOK CHESTNUT,Ashwood,,,,,"=""06/03/2024 15:56:23"""
"=""5061049604487""",Active,LF-124 TABLE MAT CHESTNUT,LF-124 TABLE MAT CHESTNUT,Ashwood,,,,,"=""06/03/2024 16:00:13"""
"=""5061049604494""",Active,T-79 BUFF TITAN CHESTNUT TAN,,Ashwood,,,,,"=""13/03/2024 11:27:23"""
"=""5061049604500""",Active,T-79 BUFF TITAN BLACK,,Ashwood,,,,,"=""13/03/2024 10:53:52"""
"=""5061049604517""",Active,T-79 BUFF TITAN HONEY,,Ashwood,,,,,"=""13/03/2024 10:54:26"""
"=""5061049604524""",Active,"MEATH, BLACK COW MILANO BAG",MEATH BLACK COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:36:53"""
"=""5061049604531""",Active,"MEATH, COGNAC COW MILANO BAG",MEATH COGNAC COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:37:15"""
"=""5061049604548""",Active,"BRAY, BLACK COW MILANO BAG",BRAY BLACK COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:37:56"""
"=""5061049604555""",Active,"BRAY, COGNAC COW MILANO BAG",BRAY COGNAC COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:38:12"""
"=""5061049604562""",Active,"BELFAST, BLACK COW MILANO BAG",BELFAST BLACK COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:38:32"""
"=""5061049604579""",Active,"BELFAST, COGNAC COW MILANO BAG",BELFAST COGNAC COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:38:53"""
"=""5061049604586""",Active,"DERRY, BLACK COW MILANO BAG",DERRY BLACK COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:39:16"""
"=""5061049604593""",Active,"DERRY, COGNAC COW MILANO BAG",DERRY COGNAC COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:39:35"""
"=""5061049604609""",Active,"DONEGAL, BLACK COW MILANO BAG",DONEGAL BLACK COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:41:57"""
"=""5061049604616""",Active,"DONEGAL, COGNAC COW MILANO BAG",DONEGAL COGNAC COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:42:12"""
"=""5061049604623""",Active,"BONDORAN, BLACK COW MILANO BAG",BONDORAN BLACK COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:42:33"""
"=""5061049604630""",Active,"BONDORAN, COGNAC COW MILANO BAG",BONDORAN COGNAC COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:42:50"""
"=""5061049604647""",Active,"ARKLOW, BLACK COW MILANO BAG",ARKLOW BLACK COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:43:18"""
"=""5061049604654""",Active,"ARKLOW, COGNAC COW MILANO BAG",ARKLOW COGNAC COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:43:34"""
"=""5061049604661""",Active,"MALLOW, BLACK COW MILANO BAG",MALLOW BLACK COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:43:54"""
"=""5061049604678""",Active,"MALLOW, COGNAC COW MILANO BAG",MALLOW COGNAC COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:44:09"""
"=""5061049604685""",Active,"BALLINA, BLACK COW MILANO BAG",BALLINA BLACK COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:44:36"""
"=""5061049604692""",Active,"BALLINA, COGNAC COW MILANO BAG",BALLINA COGNAC COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:44:51"""
"=""5061049604708""",Active,"ATHY, BLACK COW MILANO BAG",ATHY BLACK COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:45:07"""
"=""5061049604715""",Active,"ATHY, COGNAC COW MILANO BAG",ATHY COGNAC COW MILANO BAG,ASHWOOD,,,,,"=""14/03/2024 08:45:26"""
"=""5061049604722""",Active,"AW0020 - Black, Patent Leather Small Cross Body Bag","AW0020 - Black, Patent Leather Small Cross Body Bag",Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/patent-leather-small-cross-body-bag-black-aw0020-p5307,,"=""0004131300""","=""18/03/2024 12:17:37"""
"=""5061049604739""",Active,"AW0020 - Nude, Patent Leather Snake Small Cross Body Bag","AW0020 - Nude, Patent Leather Snake Small Cross Body Bag",Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/patent-leather-snake-small-cross-body-bag-nude-s-brown-aw0020-p5308,,"=""0004131400""","=""18/03/2024 12:19:23"""
"=""5061049604746""",Active,"A4 Buckle Bag - Black, Zip Top Patent Leather Handbag","A4 Buckle Bag - Black, Zip Top Patent Leather Handbag",Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/handbags-c10/ashwood-zip-top-patent-leather-handbag-black-a4-buckle-p5305,,"=""0004130800""","=""18/03/2024 12:59:14"""
"=""5061049604753""",Active,"A4 Buckle Bag - Salmon, Zip Top Patent Leather Handbag","A4 Buckle Bag - Salmon, Zip Top Patent Leather Handbag",Ashwood leather,,https://www.leathercompany.co.uk/ladies-c3/ashwood-zip-top-leather-handbag-salmon-a4-buckle-p5306,,"=""0004130900""","=""18/03/2024 13:00:27"""
"=""5061049604760""",Active,Chic Mustard Shoulder Bag for Women with Ashwood Charms Mustard/Tan: 62832,Chic Mustard Shoulder Bag for Women with Ashwood Charms Mustard/Tan: 62832,Ashwood Leather,,https://www.leathercompany.co.uk/handbags-c6/shoulder-bag-c86/chic-mustard-shoulder-bag-for-women-with-ashwood-charms-mustard-tan-62832-p8805,,,"=""19/03/2024 14:51:17"""
"=""5061049604777""",Active,Exquisite Leather Shoulder Bag for Women with Charms Navy/Tan: 62832,Exquisite Leather Shoulder Bag for Women with Charms Navy/Tan: 62832,Ashwood Leather,,https://www.leathercompany.co.uk/handbags-c6/shoulder-bag-c86/exquisite-leather-shoulder-bag-for-women-with-ashwood-charms-navy-tan-62832-p8806,,,"=""19/03/2024 14:54:18"""
"=""5061049604784""",Active,Ashwood Crossbody Bag with Contemporary Zip Detail for Women Grey: ELA 1766,Ashwood Crossbody Bag with Contemporary Zip Detail for Women Grey: ELA 1766,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/leather-handbags-c10/ashwood-crossbody-bag-with-contemporary-zip-detail-for-women-grey-ela-1766-p8813,,,"=""19/03/2024 15:19:42"""
"=""5061049604791""",Active,Ashwood Crossbody Bag with Contemporary Zip Detail for Women Tan: ELA 1766,Ashwood Crossbody Bag with Contemporary Zip Detail for Women Tan: ELA 1766,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/ashwood-crossbody-bag-with-contemporary-zip-detail-for-women-tan-ela-1766-p8814,,,"=""19/03/2024 15:36:59"""
"=""5061049604807""",Active,Large Leather Shopper Bag Bottle Green: 62102,Large Leather Shopper Bag Bottle Green: 62102,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/leather-handbags-c10/large-leather-shopper-bag-bottle-green-62623-p8810,,,"=""19/03/2024 16:30:29"""
"=""5061049604814""",Active,Large Leather Shopper Bag Olive/burgandy: 62102,Large Leather Shopper Bag Olive/burgandy: 62102,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/leather-handbags-c10/large-leather-shopper-bag-olive-burgandy-62623-p8811,,,"=""19/03/2024 16:31:19"""
"=""5061049604821""",Active,Three Section A4 Croc Patent Leather Work Bag Black: A4 Work Bag,Three Section A4 Croc Patent Leather Work Bag Black: A4 Work Bag,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/three-section-a4-croc-patent-leather-work-bag-black-a4-work-bag-p8803,,,"=""20/03/2024 10:01:17"""
"=""5061049604838""",Active,Three Section A4 Croc Patent Leather Work Bag Green: A4 Work Bag,Three Section A4 Croc Patent Leather Work Bag Green: A4 Work Bag,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/three-section-a4-croc-patent-leather-work-bag-green-a4-work-bag-p5240,,,"=""20/03/2024 10:03:26"""
"=""5061049604845""",Active,Multicoloured Zip Top Cross Body Bag Tan Multi Ela 1879,Multicoloured Zip Top Cross Body Bag Tan Multi Ela 1879,Ashwood Leather,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/multicoloured-zip-top-cross-body-bag-tan-multi-ela-1879-p3601,,,"=""20/03/2024 10:38:44"""
"=""5061049604852""",Active,Multicoloured Zip Top Cross Body Bag Fuchsia Multi  Ela 1879,Multicoloured Zip Top Cross Body Bag Fuchsia Multi  Ela 1879,Ashwood Leather,,https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/multicoloured-zip-top-cross-body-bag-fuchsia-multi-ela-1879-p3600,,,"=""20/03/2024 10:41:07"""
"=""5061049604869""",Active,2 in 1 Leather Backpack Handbag Black: 62237,2 in 1 Leather Backpack Handbag Black: 62237,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/leather-handbags-c10/2-in-1-leather-backpack-handbag-black-62237-p8823,,,"=""20/03/2024 15:50:54"""
"=""5061049604876""",Active,Contemporary Two-Tone Mustard and Navy Tote Bag with Detachable Shoulder Strap for Women: 61720,Contemporary Two-Tone Mustard and Navy Tote Bag with Detachable Shoulder Strap for Women: 61720,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/contemporary-two-tone-mustard-and-navy-tote-bag-with-detachable-shoulder-strap-for-women-61720-p8809,,,"=""20/03/2024 12:27:19"""
"=""5061049604883""",Active,Classic Leather Barrel Bag with Statement Animal Print Charm for Women Brown: 52531,Classic Leather Barrel Bag with Statement Animal Print Charm for Women Brown: 52531,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/leather-handbags-c10/classic-leather-barrel-bag-with-statement-animal-print-charm-for-women-brown-52531-p8807,,,"=""20/03/2024 12:35:06"""
"=""5061049604890""",Active,Vintage-Inspired Tan Leather Shoulder Bag: 52752,Vintage-Inspired Tan Leather Shoulder Bag: 52752,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/vintage-inspired-tan-leather-shoulder-bag-52752-p8808,,,"=""20/03/2024 12:49:57"""
"=""5061049604906""",Active,Ashwood Deep Blue Hobo Bag in Soft Leather: 62146,Ashwood Deep Blue Hobo Bag in Soft Leather: 62146,Ashwood Leather,,,,,"=""20/03/2024 15:47:42"""
"=""5061049604913""",Active,Croc-Embossed Leather Crossbody Bag Mustard: 62663,Croc-Embossed Leather Crossbody Bag Mustard: 62663,Ashwood Leather,,,,,"=""20/03/2024 15:49:12"""
"=""5061049604920""",Active,Ashwood Modern Black Leather Shoulder Bag: 63004,Ashwood Modern Black Leather Shoulder Bag: 63004,Ashwood Leather,,,,,"=""20/03/2024 16:16:28"""
"=""5061049604937""",Active,Black Leather Shoulder Bag with Leopard Print Pocket: ELA 1128,Black Leather Shoulder Bag with Leopard Print Pocket: ELA 1128,Ashwood Leather,,,,,"=""20/03/2024 16:55:43"""
"=""5061049604944""",Active,Black Leather Shoulder Bag with Acid Print Pocket: ELA 1128,Black Leather Shoulder Bag with Acid Print Pocket: ELA 1128,Ashwood Leather,,,,,"=""20/03/2024 16:56:49"""
"=""5061049604951""",Active,Black Leather Shoulder Bag with Polka Dot Print Pocket: ELA 1128,Black Leather Shoulder Bag with Polka Dot Print Pocket: ELA 1128,Ashwood Leather,,,,,"=""20/03/2024 16:57:45"""
"=""5061049604968""",Active,Black Leather Shoulder Bag with Pony Print Pocket: ELA 1128,Black Leather Shoulder Bag with Pony Print Pocket: ELA 1128,Ashwood Leather,,,,,"=""20/03/2024 16:58:19"""
"=""5061049604975""",Active,Black Leather Shoulder Bag with Zebra Print Pocket: ELA 1128,Black Leather Shoulder Bag with Zebra Print Pocket: ELA 1128,Ashwood Leather,,,,,"=""20/03/2024 16:59:03"""
"=""5061049604982""",Active,61753 - Black Women's Leather Backpack,61753 - Black Women's Leather Backpack,Ashwood leather,,,,"=""0005078600""","=""21/03/2024 12:15:26"""
"=""5061049604999""",Active,79651 - Purple Croc-embossed Crossbody X Shoulder Bag,79651 - Purple Croc-embossed Crossbody X Shoulder Bag,Ashwood leather,,,,"=""0001990200""","=""21/03/2024 14:03:42"""
"=""5061049605002""",Active,12088 - Purple: Croc-embossed Shoulder Bag,12088 - Purple: Croc-embossed Shoulder Bag,Ashwood Leather,,,,"=""00019912""","=""21/03/2024 15:07:33"""
"=""5061049605019""",Active,09-192 - Purple: Croc-embossed Crossbody Bag,09-192 - Purple: Croc-embossed Crossbody Bag,Ashwood Leather,,,,"=""0001991800""","=""21/03/2024 15:08:58"""
"=""5061049605026""",Active,Travel Wallet - Red Saffiano Leather Travel Wallet,Travel Wallet - Red Saffiano Leather Travel Wallet,Ashwood Leather,,,,"=""0005077800""","=""21/03/2024 16:16:52"""
"=""5061049605033""",Active,2 in 1 Leather Backpack Handbag Blush : 62237,2 in 1 Leather Backpack Handbag Blush : 62237,Ashwood Leather,,https://www.leathercompany.co.uk/handbags-c6/backpacks-c89/2-in-1-leather-backpack-handbag-blush-62237-p2510,,,"=""26/03/2024 10:32:21"""
"=""5061049605040""",Active,2 in 1 Leather Backpack Handbag Panna Cotta Cream : 62237,2 in 1 Leather Backpack Handbag Panna Cotta Cream : 62237,Ashwood Leather,,https://www.leathercompany.co.uk/handbags-c6/backpacks-c89/2-in-1-leather-backpack-handbag-panna-cotta-cream-62237-p2511,,,"=""26/03/2024 10:33:11"""
"=""5061049605057""",Active,Vintage Woven Leather 7 Card Purse Green: D-82,Vintage Woven Leather 7 Card Purse Green: D-82,Ashwood Leather,,https://www.leathercompany.co.uk/ladies-c3/vintage-woven-leather-7-card-purse-green-d-82-p6158,,,"=""27/03/2024 12:32:17"""
"=""5061049605064""",Active,TW10-01-BG-SMALL TURN LOCK PURSE- BROWN-MACLEOD,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:11:17"""
"=""5061049605071""",Active,TW-10-02-TM  SMALL TURN LOCK PURSE -TAN-MACLEOD,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:14:20"""
"=""5061049605088""",Active,TW-10-03-BW  SMALL TURN LOCK PURSE -BLACK-WATCH,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:14:37"""
"=""5061049605095""",Active,TW-10-04-TW  SMALL TURN LOCK PURSE -TAN-WATCH,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:14:53"""
"=""5061049605101""",Active,TW-10-05-TB  SMALL TURN LOCK PURSE -TAN-LT BLUE,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:15:14"""
"=""5061049605118""",Active,TW-10-06-NP  SMALL TURN LOCK PURSE -NAVY-PINK,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:15:27"""
"=""5061049605125""",Active,TW-10-07-BR  SMALL TURN LOCK PURSE -BLACK-BLACK/RED/GREEN,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:15:44"""
"=""5061049605132""",Active,TW-10-08-TR  SMALL TURN LOCK PURSE -TAN-BLACK/RED/GREEN,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:16:03"""
"=""5061049605149""",Active,TW-10-09-BG  SMALL TURN LOCK PURSE -BROWN-GREEN-09 BG,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:16:17"""
"=""5061049605156""",Active,TW-10-O10-TGNH  SMALL TURN LOCK PURSE -TAN-GREEN,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD,,,,,"=""09/04/2024 09:16:55"""
"=""5061049605163""",Active,TW-10-011-TN  SMALL TURN LOCK PURSE -TAN-NAVY,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:17:50"""
"=""5061049605170""",Active,TW-10-012-BW  SMALL TURN LOCK PURSE -BLACK-BLACK/WHITE DOG TOOTH,LEATHER & TWEED SMALL TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:18:08"""
"=""5061049605187""",Active,TW-11-01-BM  LARGE TURN LOCK PURSE -BROWN-MACLEOD,LEATHER & TWEED LARGE TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:19:25"""
"=""5061049605194""",Active,TW-11-02-TM  LARGE TURN LOCK PURSE -TAN-MACLEOD,LEATHER & TWEED LARGE TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:19:59"""
"=""5061049605200""",Active,TW-11-03-BW  LARGE TURN LOCK PURSE -BLACK-WATCH,LEATHER & TWEED LARGE TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:21:05"""
"=""5061049605217""",Active,TW-11-04-TW  LARGE TURN LOCK PURSE -TAN-WATCH,LEATHER & TWEED LARGE TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:21:57"""
"=""5061049605224""",Active,TW-11-05-TB  LARGE TURN LOCK PURSE -TAN-LT BLUE,LEATHER & TWEED LARGE TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:22:35"""
"=""5061049605231""",Active,TW-11-06-NP  LARGE TURN LOCK PURSE -NAVY-PINK,LEATHER & TWEED LARGE TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:22:53"""
"=""5061049605248""",Active,TW-11-07-BR  LARGE TURN LOCK PURSE -BLACK-BLACK/RED/GREEN,LEATHER & TWEED LARGE TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:23:24"""
"=""5061049605255""",Active,TW-11-08-TR  LARGE TURN LOCK PURSE -TAN-BLACK/RED/GREEN,LEATHER & TWEED LARGE TURN LOCK PURSE,ASHWOOD HARRIS TWEED,,,,,"=""09/04/2024 09:23:53"""
