Landing page report
"March 1, 2024 - April 22, 2024"
Landing page,Mobile speed score,Mobile-friendly click rate,Valid AMP click rate,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conv. value,Conv. value / cost
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-jacket-tan-edinburgh-p234/s1262?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-jacket-tan-edinburgh-size-4xl-size-4xl-0001367809&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,24,"2,363",1.02%,GBP,0.48,11.52,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/womens-leather-shoulder-handbag-green-croc-63790-croc-p6605/s19901?utm_source=google&utm_medium=cpc&utm_term=Ashwood-women-apos-s-leather-shoulder-handbag-green-croc-63790-croc-s-size-one-size-0004508500&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,409,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/gift-accessories-c8/wallets-c16/ashwood-m1/brown-t3, --, --, --,0,4,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/ashwood-c30/vegetable-tanned-leather-bag-black-v-23-p3833/s13914?utm_source=google&utm_medium=cpc&utm_term=ashwood-vegetable-tanned-leather-bag-black-v-23-size-one-size-size-one-size-0003856300&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,136,0.74%,GBP,0.25,0.25,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/womens-leather-jacket-red-anita-p7159/s21366?utm_source=google&utm_medium=cpc&utm_term=Monomoi-women-apos-s-leather-jacket-red-anita-size-10-size-10-0004720702&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,17,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/mens-leather-fashion-biker-jacket-black-stefan-p7173/s21442?utm_source=google&utm_medium=cpc&utm_term=Monomoi-mens-leather-fashion-biker-jacket-black-stefan-size-3xl-size-3xl-0004730308&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,4,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/trapper-leather-puffer-jacket-cognac-7959-p8120/s23614?utm_source=google&utm_medium=cpc&utm_term=trapper-leather-puffer-jacket-cognac-7959-size-s-size-s-0004991003&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,21,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/luggage-c7/holdall-c15/ashwood-m1/chestnut-t26, --, --, --,0,2,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/accessories-c27/luxury-slim-6-card-leather-wallet-copper-brown-5994-p4188, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/mens-jackets-coats-c182/bugatti-m51?psafe_param=1, --, --, --,2,133,1.50%,GBP,0.45,0.89,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/leather-biker-jacket-nevada-bronx-p7963/s23120?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-biker-jacket-nevada-bronx-size-5xl-size-5xl-0004936010&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,3,413,0.73%,GBP,0.72,2.16,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/brown-t3, --, --, --,4,478,0.84%,GBP,0.99,3.96,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/tab-small-zip-top-leather-cross-body-bag-camel-p6648/s19947?utm_source=google&utm_medium=cpc&utm_term=Ashwood-tab-small-zip-top-leather-cross-body-bag-camel-size-one-size-size-one-size-0002294400&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,5,105,4.76%,GBP,0.11,0.54,0.00,0.00
https://www.leathercompany.co.uk/luggage-c7/Ashwood-waxy-leather-travel-rucksack-brown-w-70-p5498/s17099?utm_source=google&utm_medium=cpc&utm_term=Ashwood-waxy-leather-travel-rucksack-brown-w-70-size-one-size-size-one-size-0004162000&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,138,0.72%,GBP,0.20,0.20,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/blazer-styles-c79/womens-short-leather-blazer-jacket-r-brown-ballina-p3273/s11859?utm_source=google&utm_medium=cpc&utm_term=brampton-womens-short-leather-blazer-jacket-r-brown-ballina-size-14-size-14-0002162804&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,3,78,3.85%,GBP,0.19,0.56,0.00,0.00
https://www.leathercompany.co.uk/luggage-c7/Ashwood-wimbledon-travel-range-c156/medium-luxury-leather-travel-bag-tan-ted-fb-p3252/s11749?utm_source=google&utm_medium=cpc&utm_term=Ashwood-medium-luxury-leather-travel-bag-tan-ted-fb-size-one-size-size-one-size-0003612000&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,114,0.88%,GBP,1.41,1.41,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/leather-biker-jacket-nevada-bronx-p7963/s23113?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-biker-jacket-nevada-bronx-size-s-size-s-0004936003&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,2,648,0.31%,GBP,0.48,0.96,0.13,0.13
https://www.leathercompany.co.uk/ladies-c3/leather-biker-jacket-tan-lola-p5469/s17055?utm_source=google&utm_medium=cpc&utm_term=ashwood-leather-biker-jacket-tan-lola-size-14-size-14-0003888404&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,14,956,1.46%,GBP,0.38,5.29,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/biker-styles-c78/womens-detachable-hood-leather-biker-jacket-grey-nirma-p7136/s21236?utm_source=google&utm_medium=cpc&utm_term=Roxbike-women-apos-s-detachable-hood-leather-biker-jacket-grey-nirma-size-24-0004683509&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,18,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/mens-leather-biker-jacket-cognac-m-nobel-p7101/s21038?utm_source=google&utm_medium=cpc&utm_term=Monomoi-mens-leather-biker-jacket-cognac-m-nobel-size-l-size-l-0004655305&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,216,0.46%,GBP,0.13,0.13,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/casual-styles-c124/womens-collarless-leather-fashion-jacket-taupe-awl-284-p7636/s22480?utm_source=google&utm_medium=cpc&utm_term=Ashwood-women-apos-s-collarless-leather-fashion-jacket-taupe-awl-284-size-20-0004866107&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,24,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/monomoi-mens-hooded-leather-jacket-red-di-franco-p6112/s21091?cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/sheepskin-jackets-c26/classic-style-c119/mens-sheepskin-flying-jacket-brown-orange-cream-waldau-p3209/s11628?utm_source=google&utm_medium=cpc&utm_term=estimo-mens-sheepskin-flying-jacket-brown-orange-cream-waldau-size-size-m-0003587204&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,143,0.70%,GBP,0.01,0.01,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6?page=3, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/sheepskin-jackets-c26/classic-style-c119/luxury-shearling-pilot-jacket-antique-ke-271-p7369/s21788?utm_source=google&utm_medium=cpc&utm_term=Ashwood-luxury-shearling-pilot-jacket-antique-ke-271-size-5xl-size-5xl-0004799510&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,3,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/womens-leather-shoulder-handbag-tan-63786-p6492/s19664?utm_source=google&utm_medium=cpc&utm_term=Ashwood-women-apos-s-leather-shoulder-handbag-tan-63786-size-one-siz-size-one-size-0004473600&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,9,"1,174",0.77%,GBP,0.39,3.48,29.66,8.52
https://www.leathercompany.co.uk/luggage-c7/carry-on-case-c34/ashwood-m1, --, --, --,1,6,16.67%,GBP,0.50,0.50,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/sheepskin-jackets-c11/sheepskin-coat-tobacco-olivia-p851/s4693?utm_source=google&utm_medium=cpc&utm_term=Ashwood-sheepskin-coat-tobacco-olivia-size-8-size-8-0002182501&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,7,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/home-living-c65/exquisite-vintage-bedside-leather-drawer-blue-tbz1uco608-p7707/s22592?utm_source=google&utm_medium=cpc&utm_term=Ashwood-exquisite-vintage-bedside-leather-drawer-blue-tbz1uco608-size-size-one-size-0004874800&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,10,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-waistcoat-mid-brown-app-tudor-p2359/s9590?utm_source=google&utm_medium=cpc&utm_term=ashwood-leather-waistcoat-mid-brown-app-tudor-size-xxs-size-xxs-0001045901&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,2,199,1.01%,GBP,0.43,0.85,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/backpacks-c89/ashwood-croc-print-leather-mini-backpack-brandy-l-75-p6394, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/sheepskin-jackets-c26/sheepskin-flying-jacket-antique-beige-luan-p8190/s23850?utm_source=google&utm_medium=cpc&utm_term=ashwood-sheepskin-flying-jacket-antique-beige-luan-size-m-size-m-0005016404&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,55,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/blazer-styles-c79/womens-leather-fashion-single-breasted-blazer-taupe-awl-blazer-p7639/s22502?utm_source=google&utm_medium=cpc&utm_term=Ashwood-womens-leather-fashion-single-breasted-blazer-taupe-awl-blaze-size-10-0004860102&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,33,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/fenland-sheepskin-sock-beige-fss-p5737/s17687?utm_source=google&utm_medium=cpc&utm_term=fenland-sheepskin-sock-beige-fss-size-5-6-size-5-6-0004200401&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,23,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/mens-leather-biker-jacket-brown-g-6200-p7744/s22715?utm_source=google&utm_medium=cpc&utm_term=ashwood-mens-leather-biker-jacket-brown-g-6200-size-l-size-l-0004892905&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,55,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/Ashwood-top-zip-leather-shoulder-bag-wine-z-77-p7022/s20771?utm_source=google&utm_medium=cpc&utm_term=Ashwood-top-zip-leather-shoulder-bag-wine-z-77-size-one-size-size-one-size-0004599300&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,126,0.79%,GBP,0.21,0.21,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/shoulder-bag-c86/red-t11, --, --, --,0,17,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/skirts-jeans-c74/jeans-trousers-c128/womens-flared-60s-suede-leather-jeans-beige-suede-flared-3587-p3327/s12309?utm_source=google&utm_medium=cpc&utm_term=Ashwood-women-apos-s-flared-60-apos-s-suede-leather-jeans-beige-suede-size-12-0003630303&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/vintage-wash-leather-a4-side-bag-brown-7994-p1342/s6837?utm_source=google&utm_medium=cpc&utm_term=ashwood-vintage-wash-leather-a4-side-bag-brown-7994-size-one-size-size-one-size-0002690600&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,38,"3,483",1.09%,GBP,0.38,14.26,0.00,0.00
https://www.leathercompany.co.uk/gift-accessories-c8/mens-gloves-c37/mens-leather-gloves-black-gb-520-p7279/s21633?utm_source=google&utm_medium=cpc&utm_term=gabicci-men-apos-s-leather-gloves-black-gb-520-size-l-xl-size-l-xl-0004791502&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,5,20.00%,GBP,0.49,0.49,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/bomber-styles-c90/ladies-leather-bomber-jacket-black-moto-bomber-p7748/s22744?utm_source=google&utm_medium=cpc&utm_term=Ashwood-ladies-leather-bomber-jacket-black-moto-bomber-size-16-size-16-0004883305&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,7,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/biker-styles-c78/womens-two-in-one-leather-hooded-jacket-tan-malmo-p8063/s23498?utm_source=google&utm_medium=cpc&utm_term=ashwood-womens-two-in-one-leather-hooded-jacket-tan-malmo-size-24-size-24-0004975009&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,33,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/gift-accessories-c8/mens-gloves-c37/mens-leather-gloves-brown-grey-gb-525-p7282/s21642?utm_source=google&utm_medium=cpc&utm_term=gabicci-men-apos-s-leather-gloves-brown-grey-gb-525-size-l-xl-size-l-xl-0004792102&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,9,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/sheepskin-jackets-c11/sheepskin-coat-dark-brown-anthea-p94/s681?utm_source=google&utm_medium=cpc&utm_term=Ashwood-sheepskin-coat-dark-brown-anthea-size-16-size-16-0000730505&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,18,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-biker-jacket-tan-lola-p5469/s17059?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-biker-jacket-tan-lola-size-22-size-22-0003888408&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,77,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/sheepskin-fur-c5/sheepskin-footwear-c46/womens-classic-suede-sheepskin-slippers-black-white-fen-ladies-p4037/s14802?utm_source=google&utm_medium=cpc&utm_term=fenland-women-apos-s-classic-suede-sheepskin-slippers-black-white-f-size-3-4-0003924500&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,22,4.55%,GBP,0.40,0.40,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/biker-styles-c78/leather-biker-jacket-navy-lillian-p7611/s22310?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-biker-jacket-navy-lillian-size-18-size-18-0004845706&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,8,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/ladies-leather-biker-jacket-black-g-celia22-p6024/s18546?utm_source=google&utm_medium=cpc&utm_term=ashwood-ladies-leather-biker-jacket-black-g-celia22-size-14-size-14-0004304804&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,3,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/mens-leather-fashion-biker-jacket-bordeaux-1129-p7150/s21318?utm_source=google&utm_medium=cpc&utm_term=big-7-mens-leather-fashion-biker-jacket-bordeaux-1129-size-l-size-l-0004739305&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,93,1.08%,GBP,0.22,0.22,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/long-length-gothic-coat-black-willow-p1242/s6315?utm_source=google&utm_medium=cpc&utm_term=Ashwood-long-length-gothic-coat-black-willow-size-18-size-18-0001679206&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,305,0.33%,GBP,0.11,0.11,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/cross-body-bag-c87/one-size-t58, --, --, --,0,4,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/mens-leather-belts-c49/Ashwood-mens-leather-belt-black-ab-02-p3123/s11238?utm_source=google&utm_medium=cpc&utm_term=Ashwood-men-apos-s-leather-belt-black-ab-02-size-s-size-s-0003477403&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,34,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/weekly-deals-c164, --, --, --,31,125,24.80%,GBP,2.16,66.99,400.00,5.97
https://www.leathercompany.co.uk/ladies-c3/Ashwood-womens-croc-7-card-large-leather-purse-teal-c-05-p5999/s18484?utm_source=google&utm_medium=cpc&utm_term=Ashwood-womens-croc-7-card-large-leather-purse-teal-c-05-size-one-si-size-one-size-0004300700&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,4,184,2.17%,GBP,0.23,0.90,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/laptop-messenger-bags-c113/chestnut-t26, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/gift-accessories-c8/womens-leather-belts-c208/womens-fashion-leather-belt-with-gold-metal-pin-buckle-chestnut-lb-303-p7220/s21568?utm_source=google&utm_medium=cpc&utm_term=Ashwood-women-apos-s-fashion-leather-belt-with-gold-metal-pin-buckle-c-size-l-0004766605&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/womens-luxury-shearling-aviator-jacket-black-brissa-alessa-p4391/s15202?utm_source=google&utm_medium=cpc&utm_term=estimo-womens-luxury-shearling-aviator-jacket-black-brissa-alessa-siz-size-20-0004062307&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,27,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/sheepskin-fur-c5/sheepskin-footwear-c46/fenland-ladies-sheepskin-sliders-mink-suzy-p7191/s21505?utm_source=google&utm_medium=cpc&utm_term=fenland-ladies-sheepskin-sliders-mink-suzy-size-8-size-8-0004755005&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,18,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/unisex-medium-luxury-leather-sling-bag-tan-g-39-p6297/s19167?utm_source=google&utm_medium=cpc&utm_term=Ashwood-unisex-medium-luxury-leather-sling-bag-tan-g-39-size-one-si-size-one-size-0004392500&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,4,863,0.46%,GBP,0.55,2.19,0.00,0.00
https://www.leathercompany.co.uk/luggage-c7/leather-tablet-a4-sleeves-c151/one-size-t41, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/the-bridge-medium-italian-travel-briefcase-brown-006401101-14-p6303/s19174?utm_source=google&utm_medium=cpc&utm_term=the-bridge-medium-italian-travel-briefcase-brown-006401101-14-size-o-size-one-size-0001984200&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,149,0.67%,GBP,0.12,0.12,0.00,0.00
https://www.leathercompany.co.uk/sheepskin-fur-c5/sheepskin-footwear-c46/classic-ladies-suede-sheepskin-slippers-chestnut-p3128, --, --, --,0,2,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/green-t6, --, --, --,2,182,1.10%,GBP,0.80,1.59,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/womens-leather-biker-jacket-dark-brown-style-f-p6020/s18529?utm_source=google&utm_medium=cpc&utm_term=brampton-womens-leather-biker-jacket-dark-brown-style-f-size-12-size-12-0002152003&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,39,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/purses-c22/ashwood-saffiano-leather-large-travel-wallet-red-travel-wallet-p8815/s24868?utm_source=google&utm_medium=cpc&utm_term=ashwood-saffiano-leather-large-travel-wallet-red-travel-wallet-size-size-one-size-0005077800&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,65,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/sheepskin-jackets-c26?page=2, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-biker-jacket-white-berlin-p874/s4926?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-biker-jacket-white-berlin-size-s-size-s-0002341503&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,3,984,0.30%,GBP,0.49,1.47,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/3-4-styles-c91/womens-knee-length-belted-fashion-leather-coat-black-nancy-2-p7170/s21425?utm_source=google&utm_medium=cpc&utm_term=Monomoi-womens-knee-length-belted-fashion-leather-coat-black-nancy-2-size-18-0004748606&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,26,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/womens-detachable-hood-leather-biker-jacket-red-sofi-p7143/s21293?utm_source=google&utm_medium=cpc&utm_term=Roxbike-women-apos-s-detachable-hood-leather-biker-jacket-red-sofi-si-size-16-0004690705&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,90,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/biker-styles-c78/leather-biker-style-jacket-black-app-1132-biker-p7738/s22661?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-biker-style-jacket-black-app-1132-biker-size-20-size-20-0000642207&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/Ashwood-c30/medium-leather-cross-body-bag-nut-62880-p4204/s14912?utm_source=google&utm_medium=cpc&utm_term=Ashwood-medium-leather-cross-body-bag-nut-62880-size-one-size-size-one-size-0004024400&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,142,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/home-living-c65/leather-sofa-chairs-c71/vintage-folding-leather-chair-tan-vin-37-p3373/s12556?utm_source=google&utm_medium=cpc&utm_term=Ashwood-vintage-folding-leather-chair-tan-vin-37-size-one-size-size-one-size-0003683200&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,101,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/leather-vintage-biker-jacket-tan-stedman-p3702/s13293?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-vintage-biker-jacket-tan-stedman-size-xl-size-xl-0003780606&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,38,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/leather-jacket-cognac-nap-marabelle-p1002/s5605?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-jacket-cognac-nap-marabelle-size-20-size-20-0001838207&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,106,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/mens-leather-biker-jacket-grey-g-6200-p7745/s22723?utm_source=google&utm_medium=cpc&utm_term=Ashwood-mens-leather-biker-jacket-grey-g-6200-size-xl-size-xl-0004894406&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,13,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/leather-bomber-jacket-tan-danny-p950/s5257?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-bomber-jacket-tan-danny-size-2xl-size-2xl-0002326007&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,8,697,1.15%,GBP,0.89,7.13,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/ladies-waistcoats-c47/hooded-long-suede-toscana-gilet-whisky-mariana-p1353/s6917?utm_source=google&utm_medium=cpc&utm_term=estimo-hooded-long-suede-toscana-gilet-whisky-mariana-size-12-size-12-0002693503&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,2,49,4.08%,GBP,0.77,1.53,0.00,0.00
