Landing page report
"March 1, 2024 - April 22, 2024"
Landing page,Mobile speed score,Mobile-friendly click rate,Valid AMP click rate,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conv. value,Conv. value / cost
https://www.leathercompany.co.uk/mens-c4/mens-leather-belts-c49/ashwood-mens-leather-belt-navy-ab-02-p3125, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/trapper-men-s-leather-jacket-navy-samo-p6807/s23945?utm_source=google&utm_medium=cpc&utm_term=trapper-00045493-size-s-size-s-0004549303&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,14,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/biker-styles-c78/womens-side-zip-leather-biker-jacket-d-cognac-3054-p7153/s21333?utm_source=google&utm_medium=cpc&utm_term=Monomoi-women-apos-s-side-zip-leather-biker-jacket-d-cognac-3054-size-size-16-0004717105&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,11,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/buy-any-2-get-10-percent-off-applicable-for-products-not-on-sale-s4790/mens-c4/leather-jackets-c25/tan-t25, --, --, --,0,3,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/3-4-length-toscana-suede-leather-coat-gray-5055-p6279/s19096?utm_source=google&utm_medium=cpc&utm_term=Ashwood-3-4-length-toscana-suede-leather-coat-gray-5055-size-12-size-12-0004381003&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,16,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3?gad_source=1&page=6, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/ashwood-m1/teal-t74, --, --, --,0,11,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/biker-styles-c78/womens-leather-biker-jacket-timber-targaryen-p3437/s12867?utm_source=google&utm_medium=cpc&utm_term=ashwood-women-apos-s-leather-biker-jacket-timber-targaryen-size-18-size-18-0003735206&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,5,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/casual-styles-c124/womens-collarless-leather-fashion-jacket-tan-awl-284-p7635/s22469?utm_source=google&utm_medium=cpc&utm_term=Ashwood-women-apos-s-collarless-leather-fashion-jacket-tan-awl-284-s-size-16-0004864905&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,94,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/mens-leather-biker-jacket-red-m-nobel-p7102/s21044?utm_source=google&utm_medium=cpc&utm_term=Monomoi-mens-leather-biker-jacket-red-m-nobel-size-m-size-m-0004656804&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,97,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/sheepskin-fur-c5/sheepskin-hats-c56/natural-sheepskin-winter-scarf-brown-204-p3937/s14203?utm_source=google&utm_medium=cpc&utm_term=Ashwood-natural-sheepskin-winter-scarf-brown-204-size-one-size-size-one-size-0000915600&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,20,5.00%,GBP,0.14,0.14,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/leather-jacket-black-ddy-molly-p78/s503?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-jacket-black-ddy-molly-size-12-size-12-0001457703&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,11,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/accessories-c24/gloves-c102/Ashwood-button-detail-leather-gloves-black-109-p1631/s7775?utm_source=google&utm_medium=cpc&utm_term=Ashwood-button-detail-leather-gloves-black-109-size-m-size-m-0000237104&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,3,122,2.46%,GBP,0.32,0.97,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/sheepskin-jackets-c11/long-length-sheepskin-coat-black-sophia-p98/s727?utm_source=google&utm_medium=cpc&utm_term=Ashwood-long-length-sheepskin-coat-black-sophia-size-8-size-8-0000777301&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,34,0.00%,GBP,0,0.11,0.00,0.00
https://www.leathercompany.co.uk/sheepskin-fur-c5/ladies-fur-coats-c76/reversible-mink-hooded-gilet-brown-topaz-p1420/s7050?utm_source=google&utm_medium=cpc&utm_term=estimo-reversible-mink-hooded-gilet-brown-topaz-size-12-size-12-0002743603&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,54,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/sheepskin-jackets-c11/sheepskin-coat-brown-florence-p860/s4792?utm_source=google&utm_medium=cpc&utm_term=ashwood-sheepskin-coat-brown-florence-size-10-size-10-0000741302&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,11,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/unisex-medium-luxury-leather-sling-bag-brandy-g-39-p6296/s19166?utm_source=google&utm_medium=cpc&utm_term=Ashwood-unisex-medium-luxury-leather-sling-bag-brandy-g-39-size-one-size-one-size-0004392600&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,10,"1,330",0.75%,GBP,0.31,3.06,0.00,0.00
https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/small-purses-c94/vintage-woven-leather-zip-around-small-6-card-coin-purse-yellow-d-80-p4283, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/Ashwood-large-leather-note-and-coin-purse-black-ash-14-p2972/s10447?utm_source=google&utm_medium=cpc&utm_term=Ashwood-large-leather-note-and-coin-purse-black-ash-14-size-one-siz-size-one-size-0003322700&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,5,162,3.09%,GBP,0.39,1.97,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/Ashwood-vintage-leather-trunk-brown-vin-18-p6082/s18666?utm_source=google&utm_medium=cpc&utm_term=Ashwood-vintage-leather-trunk-brown-vin-18-size-one-size-size-one-size-0004319200&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,18,"1,942",0.93%,GBP,0.40,7.26,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/unisex-shopper-work-bag-blue-00650141p-2k-p797/s4272?utm_source=google&utm_medium=cpc&utm_term=the-bridge-unisex-shopper-work-bag-blue-00650141p-2k-size-one-size-size-one-size-0001967800&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,6,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/man-bags-briefcases-c12/flight-bags-c118/ashwood-leather-travel-flight-bag-chestnut-k-42-p7322/s21725?utm_source=google&utm_medium=cpc&utm_term=ashwood-leather-travel-flight-bag-chestnut-k-42-size-one-size-size-one-size-0004797000&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,40,"2,948",1.36%,GBP,0.34,13.50,170.70,12.64
https://www.leathercompany.co.uk/mens-c4/mens-waistcoats-c58/mens-diamond-quilted-leather-gilet-black-m-15-vest-p6872/s20388?utm_source=google&utm_medium=cpc&utm_term=trapper-mens-diamond-quilted-leather-gilet-black-m-15-vest-size-xl-size-xl-0004580106&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,9,581,1.55%,GBP,0.15,1.36,0.00,0.00
https://www.leathercompany.co.uk/home-living-c65/leather-trunks-c163/luxury-handcrafted-leather-large-storage-trunk-chestnut-lf-147-p8183/s23841?utm_source=google&utm_medium=cpc&utm_term=ashwood-luxury-handcrafted-leather-large-storage-trunk-chestnut-lf-14-size-one-size-0005015800&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,7,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-trousers-brown-766-p1625/s7731?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-trousers-brown-766-size-12-size-12-0001963003&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,30,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/skirts-jeans-c74/jeans-trousers-c128/womens-leather-jeans-black-nappa-flared-pedal-pushers-p2276/s9177?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-black-nappa-flared-pedal-pushers-size-8-size-8-0003007301&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,32,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/trapper-mens-nappa-leather-jacket-red-brown-joshua-p5797, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/ashwood-leather-vegetable-tanned-side-zip-biker-jacket-tan-awm-1716-p8133/s23708?utm_source=google&utm_medium=cpc&utm_term=ashwood-leather-vegetable-tanned-side-zip-biker-jacket-tan-awm-1716-size-s-0005001403&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,31,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/vintage-biker-leather-jacket-tan-kelly-p3691/s13208?utm_source=google&utm_medium=cpc&utm_term=ashwood-vintage-biker-leather-jacket-tan-kelly-size-3xl-size-3xl-0003767708&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB,10, --, --,5,35,14.29%,GBP,0.06,0.30,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/deals-for-him-c162/italian-leather-large-work-bag-french-blue-ruthenium-60016-85-4y-nh-p1179/s6216?utm_source=google&utm_medium=cpc&utm_term=the-bridge-italian-leather-large-bag-french-blue-ruthenium-60016-85-size-one-size-0002482100&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,128,0.78%,GBP,0.26,0.26,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/leather-biker-jacket-bordeaux-viking-p3117/s11202?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-biker-jacket-bordeaux-viking-size-m-size-m-0003519604&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,6,522,1.15%,GBP,0.36,2.18,0.00,0.00
https://www.leathercompany.co.uk/gift-accessories-c8/ladies-gloves-c38/ashwood-leather-gloves-navy-401-p288, --, --, --,0,4,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/luggage-c7/collections-c132?page=5, --, --, --,0,3,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/sale/ladies-c3/sheepskin-jackets-c11/tan-t25, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/small-purses-c94/black-t1, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/leather-vintage-biker-jacket-racing-green-stedman-p3701/s13288?utm_source=google&utm_medium=cpc&utm_term=ashwood-leather-vintage-biker-jacket-racing-green-stedman-size-6xl-size-6xl-0003779111&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,2,0.00%,GBP,0,0.01,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/luxury-toscana-sheepskin-jacket-glaze-blue-corrine-p5812/s18009?utm_source=google&utm_medium=cpc&utm_term=Ashwood-luxury-toscana-sheepskin-jacket-glaze-blue-corrine-size-16-size-16-0004257905&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,49,2.04%,GBP,0.13,0.13,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/ladies-leather-biker-jacket-black-br-alice-p5783/s17850?utm_source=google&utm_medium=cpc&utm_term=Ashwood-ladies-leather-biker-jacket-black-br-alice-size-8-size-8-0004231201&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,2,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/sheepskin-fur-c5/sheepskin-footwear-c46/fenland-ladies-sheepskin-sliders-navy-suzy-p7192/s21506?utm_source=google&utm_medium=cpc&utm_term=fenland-ladies-sheepskin-sliders-navy-suzy-size-4-size-4-0004759401&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,4,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/accessories-c24/gloves-c102/Ashwood-suede-and-leather-gloves-black-327-p1685/s8205?utm_source=google&utm_medium=cpc&utm_term=Ashwood-suede-and-leather-gloves-327-size-s-size-s-0002863800&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,16,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/brampton-m25, --, --, --,4,21,19.05%,GBP,0.21,0.83,0.00,0.00
https://www.leathercompany.co.uk/sheepskin-fur-c5/sheepskin-hats-c56/classic-sheepskin-leather-pilot-hat-brn-white-belmont-p4400/s15245?utm_source=google&utm_medium=cpc&utm_term=Ashwood-classic-sheepskin-leather-pilot-hat-brn-white-belmont-size-size-xl-0004069806&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,69,1.45%,GBP,0.36,0.36,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/mens-leather-sheepskin-gloves-greyish-green-db-705-p6547/s19759?utm_source=google&utm_medium=cpc&utm_term=Ashwood-mens-leather-sheepskin-gloves-greyish-green-db-705-size-l-x-size-l-xl-0004492002&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,29,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/sheepskin-fur-c5/ladies-sheepskin-jackets-c13/sheepskin-jacket-brown-imelda-p3042/s10718?utm_source=google&utm_medium=cpc&utm_term=fenland-sheepskin-jacket-brown-imelda-size-16-size-16-0003386605&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,38,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/yellow-t14, --, --, --,0,35,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/home-living-c65/Ashwood-leather-cotton-door-stopper-brown-ki-026-p5757/s17748?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-cotton-door-stopper-brown-ki-026-size-one-size-size-one-size-0004210400&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,226,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/gift-accessories-c8/wallets-c16/leather-classic-6-card-billfold-wallet-mud-black-fen-556-p7457/s21917?utm_source=google&utm_medium=cpc&utm_term=fenland-leather-classic-6-card-billfold-wallet-mud-black-fen-556-siz-size-one-size-0004806000&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,20,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/ladies-waistcoats-c47/reversible-toscana-suede-leather-gilet-vin-whisky-kashmina-p8026/s23344?utm_source=google&utm_medium=cpc&utm_term=ashwood-reversible-toscana-suede-leather-gilet-vin-whisky-kashmina-s-size-10-0004968402&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,121,0.83%,GBP,0.65,0.65,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/trapper-men-s-leather-vest-navy-7950-p6799/s20160?utm_source=google&utm_medium=cpc&utm_term=trapper-mens-leather-vest-navy-7950-size-3xl-size-3xl-0004546308&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,2,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/the-bridge-c14/the-bridge-italian-unisex-medium-travel-shopper-bag-olive-green-ruthenium-065074-1p-1c-nh-p1997/s8853?utm_source=google&utm_medium=cpc&utm_term=the-bridge-italian-unisex-medium-travel-shopper-bag-olive-green-ruthen-size-one-size-0002570100&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,49,2.04%,GBP,0.08,0.08,0.00,0.00
https://www.leathercompany.co.uk/sheepskin-fur-c5/fenland-sheepskin-pouffe-stool-mink-ff-pouffe-p6463, --, --, --,0,5,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/sheepskin-jackets-c26/classic-style-c119/luxury-shearling-pilot-jacket-ginger-ke-271-p7371/s21800?utm_source=google&utm_medium=cpc&utm_term=Ashwood-luxury-shearling-pilot-jacket-ginger-ke-271-size-m-size-m-0004802504&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,72,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/luxury-slim-3-card-waxy-leather-wallet-brown-w-83-p5518/s17119?utm_source=google&utm_medium=cpc&utm_term=Ashwood-luxury-slim-3-card-waxy-leather-wallet-brown-w-83-size-one-size-one-size-0004162600&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,3,202,1.49%,GBP,0.08,0.23,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/accessories-c27/mens-australian-hardwearing-bush-hat-brown-dundee-p3399/s12647?utm_source=google&utm_medium=cpc&utm_term=Ashwood-men-apos-s-australian-hardwearing-bush-hat-brown-dundee-size-size-m-0003698404&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,41,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/womens-italian-leather-medium-bucket-bag-cream-004437449-42-p795/s4270?utm_source=google&utm_medium=cpc&utm_term=the-bridge-italian-leather-medium-bucket-bag-cream-004437449-42-size-size-one-size-0001972700&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,2,161,1.24%,GBP,0.45,0.89,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/skirts-jeans-c74/jeans-trousers-c128/womens-duck-feather-flared-60s-leather-jeans-black-flared-dj-p3332/s12330?utm_source=google&utm_medium=cpc&utm_term=Ashwood-women-apos-s-duck-feather-flared-60-apos-s-leather-jeans-blac-size-14-0003631504&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,2,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/leather-vintage-biker-jacket-tan-stedman-p3702/s13292?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-vintage-biker-jacket-tan-stedman-size-l-size-l-0003780605&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,25,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/blouson-casual-styles-c123/leather-shirt-jacket-black-essex-p1504/s7320?utm_source=google&utm_medium=cpc&utm_term=Ashwood-leather-shirt-jacket-black-essex-size-xl-size-xl-0002808706&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,75,1.33%,GBP,0.33,0.33,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/large-vintage-leather-handbag-grey-g29-p5327/s16746?utm_source=google&utm_medium=cpc&utm_term=Ashwood-womens-large-vintage-leather-handbag-grey-g29-size-one-size-size-one-size-0004134500&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,7,991,0.71%,GBP,0.34,2.36,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/ashwood-leather-jacket-grey-aliona-p5546/s17193?utm_source=google&utm_medium=cpc&utm_term=ashwood-leather-jacket-grey-aliona-size-16-size-16-0004171305&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/fenland-leather-tweed-gloves-dk-brown-green-fen-1015-p6167/s18944?utm_source=google&utm_medium=cpc&utm_term=fenland-leather-amp-tweed-gloves-dk-brown-green-fen-1015-size-l-size-l-0004360305&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,2,129,1.55%,GBP,1.01,2.01,0.00,0.00
https://www.leathercompany.co.uk/handbags-c6/ashwood-top-zip-leather-shoulder-bag-tan-z-77-p7021/s20770?utm_source=google&utm_medium=cpc&utm_term=ashwood-top-zip-leather-shoulder-bag-tan-z-77-size-one-size-size-one-size-0004599200&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,3,101,2.97%,GBP,0.28,0.83,85.00,102.41
https://www.leathercompany.co.uk/gift-accessories-c8/purses-c36/large-purses-c96/vintage-woven-leather-zip-around-large-10-card-coin-note-purse-yellow-d-81-p4292/s15013?utm_source=google&utm_medium=cpc&utm_term=Ashwood-vintage-woven-leather-zip-around-large-10-card-coin-note-purse-size-one-size-0004035800&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,2,280,0.71%,GBP,0.32,0.63,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/biker-styles-c78/womens-fashion-leather-biker-style-jacket-red-1127-p7117/s21115?utm_source=google&utm_medium=cpc&utm_term=big-7-women-apos-s-fashion-leather-biker-style-jacket-red-1127-size-size-12-0004695503&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,65,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/leather-jackets-c9/full-length-styles-c92, --, --, --,11,388,2.84%,GBP,0.49,5.38,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/trapper-men-s-leather-vest-cognac-7956-p6801/s20170?utm_source=google&utm_medium=cpc&utm_term=trapper-mens-leather-vest-cognac-7956-size-l-size-l-0004541805&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,6,885,0.68%,GBP,0.20,1.18,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/Monomoi-mens-hooded-leather-jacket-oxblood-di-franco-p7107/s21089?utm_source=google&utm_medium=cpc&utm_term=Roxbike-Monomoi-mens-hooded-leather-jacket-oxblood-di-franco-size-3x-size-3xl-0004671808&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,74,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/mens-small-flight-body-bag-tan-agnes-p6177/s18982?utm_source=google&utm_medium=cpc&utm_term=Ashwood-mens-small-flight-body-bag-tan-agnes-size-one-size-size-one-size-0004368700&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,1,159,0.63%,GBP,0.52,0.52,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/skirts-jeans-c74/skirts-dresses-c127/womens-long-23-5-inch-leather-skirt-black-lycra-skirt-p3334/s12338?utm_source=google&utm_medium=cpc&utm_term=Ashwood-women-apos-s-long-23-5-inch-leather-skirt-black-lycra-skirt-size-10-0003638702&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,11,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/mens-detachable-hood-leather-jacket-blue-wash-regal-p7499/s22010?utm_source=google&utm_medium=cpc&utm_term=Roxbike-men-apos-s-detachable-hood-leather-jacket-blue-wash-regal-siz-size-5xl-0004819310&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,54,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/womens-leather-jacket-tan-alana-2-p5470/s17061?utm_source=google&utm_medium=cpc&utm_term=Ashwood-women-apos-s-leather-jacket-tan-alana-2-size-8-size-8-0004154601&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,77,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/mens-c4/leather-jackets-c25/biker-styles-c97/vegetable-tanned-leather-biker-jacket-white-phoenix-p2300, --, --, --,0,2,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/home-living-c65/exquisite-ashwoods-genuine-leather-wine-bottle-holder-black-tbz1uc663-p8560/s24541?utm_source=google&utm_medium=cpc&utm_term=ashwood-exquisite-ashwood-apos-s-genuine-leather-wine-bottle-holder-bl-size-one-size-0005025400&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,81,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/ladies-c3/sheepskin-jackets-c11/side-zip-biker-sheepskin-pilot-jacket-black-micaela-p1297/s6871?utm_source=google&utm_medium=cpc&utm_term=estimo-side-zip-biker-sheepskin-pilot-jacket-black-micaela-size-8-size-8-0002668801&utm_campaign=product%2Blisting%2Bads&cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,1,0.00%,GBP,0,0.00,0.00,0.00
https://www.leathercompany.co.uk/sheepskin-fur-c5/new-zealand-sheepskin-stool-grey-nz-stool-p5211/s16470?cid=GBP&glCurrency=GBP&glCountry=GB, --, --, --,0,3,0.00%,GBP,0,0.00,0.00,0.00
