,Landing page + query string,Organic Google Search clicks,Organic Google Search impressions,Organic Google Search click through rate,Organic Google Search average position,Users,Engaged sessions,Engagement rate,Average engagement time,Event count,Conversions,Ad revenue,Date
9,/mens-c4/mens-waistcoats-c58,199,15032,0.0132384246939861,17.835151676423628,128,96,0.7058823529411765,74.109375,1052,3,0,03-2023
10,/handbags-c6/marta-ponti-m38,209,7834,0.0266785805463364,11.601991319887668,145,92,0.6052631578947368,31.36551724137931,838,0,0,03-2023
11,/ladies-c3/sheepskin-jackets-c11,240,25568,0.0093867334167709,15.29063673341677,111,80,0.6722689075630253,90.91891891891892,1131,0,0,03-2023
12,/mens-c4/leather-jackets-c25/brown-t3,140,34268,0.0040854441461421,17.688951791759077,93,72,0.72,49.29032258064516,621,0,0,03-2023
13,/ladies-c3/deals-for-her-c161,0,48,0.0,14.166666666666666,98,68,0.6601941747572816,105.21428571428572,905,2,0,03-2023
14,/ladies-c3/ladies-waistcoats-c47,108,8849,0.0122047689004407,26.16239123064753,72,60,0.7692307692307693,56.625,618,2,0,03-2023
15,/luggage-c7,146,19821,0.0073659250290096,30.144795923515463,86,59,0.6704545454545454,51.2906976744186,595,0,0,03-2023
16,/luggage-c7/holdall-c15,108,16777,0.0064373845145139,13.392442033736664,76,57,0.6951219512195121,89.25,670,2,0,03-2023
17,/luggage-c7/wash-toiletry-bags-c55,87,18763,0.0046367851622874,30.61493364600544,69,56,0.7272727272727273,83.81159420289855,776,2,0,03-2023
18,/luggage-c7/backpacks-rucksacks-c52,81,9842,0.008230034545824,26.54297906929486,67,49,0.7,61.47761194029851,529,2,0,03-2023
19,/size-guide-i9,123,13013,0.0094520863751632,8.372396833935294,86,46,0.5168539325842697,23.011627906976745,361,0,0,03-2023
20,/mens-c4/leather-jackets-c25/leather-jacket-tan-edinburgh-p234,42,53489,0.0007852081736431,6.812503505393632,63,44,0.6285714285714286,64.15873015873017,566,0,0,03-2023
21,/mens-c4/leather-jackets-c25/blazer-styles-c98,72,13704,0.0052539404553415,15.11288674839463,48,43,0.8269230769230769,65.08333333333333,464,0,0,03-2023
22,/mens-c4/leather-jackets-c25/bomber-styles-c99,72,52432,0.0013732072017088,17.178516936222156,57,41,0.7192982456140351,58.05263157894737,384,0,0,03-2023
23,/ladies-c3/leather-jackets-c9/ashwood-m1,79,38230,0.002066439968611,7.633167669369605,44,39,0.8297872340425532,128.5,590,2,0,03-2023
24,/mens-c4,68,11103,0.0061244708637305,17.92686661262722,51,39,0.7222222222222222,118.74509803921568,581,0,0,03-2023
25,/mens-c4/leather-jackets-c25/3-4-styles-c100,92,29975,0.003069224353628,5.397030859049208,57,36,0.5538461538461539,34.80701754385965,367,0,0,03-2023
26,/weekly-deals-c164,2,242,0.0082644628099173,22.917355371900825,50,36,0.6206896551724138,145.18,580,0,0,03-2023
27,/luggage-c7/holdall-c15/ashwood-m1,72,9724,0.0074043603455368,41.15281777046483,41,35,0.7777777777777778,120.07317073170732,504,0,0,03-2023
28,/gift-accessories-c8/wallets-c16/ashwood-m1,49,5336,0.0091829085457271,48.31671664167916,42,32,0.4383561643835616,50.07142857142857,433,0,0,03-2023
29,/ladies-c3/leather-jackets-c9/tan-t25,60,24745,0.0024247322691452,8.504223075368762,39,31,0.7380952380952381,83.74358974358974,410,0,0,03-2023
30,/mens-c4/leather-jackets-c25/blue-t2,50,6476,0.0077208153180975,11.42804200123533,45,31,0.6595744680851063,29.844444444444445,345,0,0,03-2023
31,/handbags-c6/tan-t25,50,9491,0.0052681487725213,16.824254556948688,38,29,0.7435897435897436,84.76315789473684,355,0,0,03-2023
32,(not set),0,0,0.0,0.0,242,24,0.0779220779220779,6.6570247933884295,698,0,0,03-2023
33,/ladies-c3/leather-jackets-c9/size-22-t37,51,8245,0.0061855670103092,11.153547604608852,37,24,0.6,130.97297297297297,510,0,0,03-2023
34,/mens-c4/leather-jackets-c25/red-t11,59,5874,0.0100442628532516,11.16309159005788,40,24,0.5714285714285714,38.65,225,0,0,03-2023
35,/ladies-c3/leather-jackets-c9/3-4-styles-c91,43,26751,0.0016074165451758,8.361855631565176,38,23,0.575,46.3421052631579,261,0,0,03-2023
36,/mens-c4/leather-jackets-c25/full-grain-leather-jacket-syh-jumbo-black-petros-p1281,49,1740,0.0281609195402298,14.167816091954023,37,22,0.5789473684210527,87.97297297297297,339,0,0,03-2023
37,/basket,0,0,0.0,0.0,41,20,0.3773584905660377,86.97560975609755,406,7,0,03-2023
0,/mens-c4/leather-jackets-c25,1502,127225,0.0118058557673413,17.276164275889172,1233,969,0.7220566318926974,83.0559610705596,10286,6,0,04-2023
1,/ladies-c3/leather-jackets-c9,1162,150704,0.0077104788194075,18.072851417347916,931,722,0.7169811320754716,105.22019334049408,10022,5,0,04-2023
2,/,707,24812,0.0284942769627599,18.094067386748343,460,387,0.5560344827586207,96.5391304347826,5791,4,0,04-2023
3,/handbags-c6,416,52719,0.007890893226351,24.293859898708245,232,164,0.6482213438735178,93.6206896551724,1823,0,0,04-2023
4,/mens-c4/leather-jackets-c25/trapper-m33,287,21383,0.0134218771921619,6.700930645840153,218,149,0.6208333333333333,49.54587155963303,1493,0,0,04-2023
5,/handbags-c6/marta-ponti-m38,251,6099,0.0411542875881292,10.737170027873422,196,135,0.6617647058823529,27.051020408163264,1154,0,0,04-2023
6,/handbags-c6/backpacks-c89,189,26997,0.0070007778642071,26.07656406267363,168,130,0.7262569832402235,70.55357142857143,1354,1,0,04-2023
7,/mens-c4/man-bags-briefcases-c12,220,42957,0.0051214004702376,32.427008403752595,164,126,0.7411764705882353,105.71951219512196,1353,3,0,04-2023
8,/mens-c4/sheepskin-jackets-c26,186,19353,0.0096109130367384,14.902340722368624,135,97,0.6643835616438356,74.31111111111112,995,0,0,04-2023
9,/handbags-c6/ashwood-c30,250,19487,0.0128290655308667,11.044747780571663,129,89,0.6691729323308271,76.63565891472868,920,2,0,04-2023
10,/size-guide-i9,145,16520,0.008777239709443,7.887893462469734,122,78,0.6,23.84426229508197,508,0,0,04-2023
11,/mens-c4/mens-waistcoats-c58,220,17523,0.012554927809165,23.042686754551163,112,77,0.652542372881356,56.94642857142857,838,1,0,04-2023
12,/mens-c4/leather-jackets-c25/brown-t3,128,50846,0.0025174054989576,12.830901152499704,99,73,0.7373737373737373,51.7979797979798,798,1,0,04-2023
13,/luggage-c7/backpacks-rucksacks-c52,111,16388,0.0067732487185745,20.955760312423724,86,69,0.7752808988764045,64.40697674418605,681,0,0,04-2023
14,/luggage-c7/wash-toiletry-bags-c55,124,20346,0.0060945640420721,31.963432615747568,91,68,0.7083333333333334,58.0989010989011,749,3,0,04-2023
15,/ladies-c3/deals-for-her-c161,0,31,0.0,20.83870967741936,83,64,0.7272727272727273,112.49397590361446,880,2,0,04-2023
16,/luggage-c7,155,22261,0.0069628498270517,31.162885764341222,90,62,0.6666666666666666,45.03333333333333,675,0,0,04-2023
17,/luggage-c7/holdall-c15,141,14710,0.0095853161114887,14.706798096532973,84,52,0.5842696629213483,37.19047619047619,528,0,0,04-2023
18,/mens-c4/leather-jackets-c25/blazer-styles-c98,103,45483,0.0022645823714354,12.142734648110284,72,51,0.6623376623376623,41.083333333333336,471,0,0,04-2023
19,/mens-c4/leather-jackets-c25/full-grain-leather-jacket-syh-jumbo-black-petros-p1281,94,2605,0.0360844529750479,11.671401151631478,72,51,0.68,33.291666666666664,453,0,0,04-2023
20,/ladies-c3/sheepskin-jackets-c11,129,19151,0.0067359406819487,15.184951177484203,61,50,0.78125,83.18032786885246,515,0,0,04-2023
21,/ladies-c3/ladies-waistcoats-c47,83,7514,0.0110460473782273,28.828187383550706,52,42,0.7777777777777778,57.48076923076923,399,0,0,04-2023
22,/ladies-c3/leather-jackets-c9/tan-t25,80,34353,0.0023287631356795,7.140802841091025,51,41,0.7592592592592593,46.78431372549019,353,2,0,04-2023
23,/handbags-c6/cross-body-bag-c87,53,15056,0.0035201912858661,44.41710945802338,50,40,0.7547169811320755,76.78,358,0,0,04-2023
24,/luggage-c7/holdall-c15/ashwood-m1,71,10305,0.006889859291606,42.95128578360019,44,38,0.7916666666666666,80.77272727272727,430,0,0,04-2023
25,/mens-c4/leather-jackets-c25/blue-t2,62,6583,0.0094181983897918,11.862372778368526,48,37,0.74,72.875,489,0,0,04-2023
26,/mens-c4/leather-jackets-c25/ashwood-m1,77,6646,0.011585916340656,15.939963888052963,47,36,0.6792452830188679,72.57446808510639,369,0,0,04-2023
27,/weekly-deals-c164,2,329,0.0060790273556231,40.55015197568389,42,35,0.7954545454545454,112.66666666666669,447,1,0,04-2023
28,/mens-c4,60,9760,0.0061475409836065,17.339959016393443,45,34,0.6296296296296297,115.55555555555556,491,0,0,04-2023
29,/mens-c4/leather-jackets-c25/bomber-styles-c99,53,30587,0.0017327622846307,28.23418445744924,46,33,0.717391304347826,47.54347826086956,318,0,0,04-2023
30,/mens-c4/leather-jackets-c25/red-t11,51,4943,0.0103176208780093,10.257738215658508,38,33,0.8048780487804879,38.47368421052632,244,0,0,04-2023
31,/mens-c4/leather-jackets-c25/3-4-styles-c100,55,1950,0.0282051282051282,12.885641025641023,42,31,0.7045454545454546,73.23809523809524,378,1,0,04-2023
32,/mens-c4/leather-jackets-c25/leather-jacket-tan-edinburgh-p234,45,64323,0.0006995942353435,6.539356062372713,50,31,0.5081967213114754,28.86,326,0,0,04-2023
33,/ladies-c3/leather-jackets-c9/red-t11,54,22273,0.0024244601086517,10.42275400709379,42,30,0.6818181818181818,40.5,302,4,0,04-2023
34,/ladies-c3/leather-jackets-c9/burgundy-t59,45,43130,0.0010433572919081,7.3821469974495715,37,28,0.7,47.21621621621622,329,0,0,04-2023
35,/ladies-c3/leather-jackets-c9/3-4-styles-c91,48,31939,0.0015028648360938,6.9827170543849215,40,27,0.627906976744186,39.65,257,0,0,04-2023
36,/ladies-c3/leather-jackets-c9/ashwood-m1,64,41672,0.0015358034171626,6.499952006143213,41,25,0.5813953488372093,51.926829268292686,292,0,0,04-2023
37,(not set),0,0,0.0,0.0,237,16,0.0486322188449848,6.679324894514768,709,0,0,04-2023
38,/handbags-c6/ashwood-m1,4,360,0.0111111111111111,12.297222222222222,37,12,0.3243243243243243,17.243243243243242,163,0,0,04-2023
0,/mens-c4/leather-jackets-c25,1087,100907,0.0107722952817941,17.69781085554025,897,710,0.7244897959183674,80.61761426978818,7952,0,0,05-2023
1,/ladies-c3/leather-jackets-c9,806,123632,0.006519347741685,19.722401967128253,636,499,0.7190201729106628,89.56132075471699,6000,3,0,05-2023
2,/,684,22976,0.0297701949860724,20.735071378830085,453,366,0.5446428571428571,97.1037527593819,5707,6,0,05-2023
3,/handbags-c6,422,48776,0.0086517959652288,23.042930949647367,234,196,0.7935222672064778,100.21794871794872,2141,1,0,05-2023
4,/handbags-c6/marta-ponti-m38,295,10496,0.0281059451219512,7.9729420731707314,238,151,0.583011583011583,34.34033613445378,1435,0,0,05-2023
5,/mens-c4/man-bags-briefcases-c12,256,41448,0.0061764138197259,30.0297722447404,172,137,0.7405405405405405,71.23837209302326,1284,0,0,05-2023
6,/handbags-c6/backpacks-c89,210,33375,0.0062921348314606,22.751970037453184,166,121,0.6875,60.89156626506024,1366,0,0,05-2023
7,/handbags-c6/ashwood-c30,192,18016,0.0106571936056838,10.828763321492008,134,104,0.7323943661971831,80.7910447761194,1118,1,0,05-2023
8,/mens-c4/leather-jackets-c25/trapper-m33,211,15993,0.0131932720565247,6.76902394797724,173,99,0.5351351351351351,30.77456647398844,928,0,0,05-2023
9,/luggage-c7/backpacks-rucksacks-c52,130,16360,0.0079462102689486,21.25268948655257,117,82,0.656,47.02564102564103,833,0,0,05-2023
10,/mens-c4/mens-waistcoats-c58,163,15015,0.0108558108558108,19.546520146520148,95,76,0.7676767676767676,71.72631578947369,810,0,0,05-2023
11,/size-guide-i9,119,17248,0.0068993506493506,7.453733766233766,108,71,0.6016949152542372,31.453703703703702,487,0,0,05-2023
12,/mens-c4/sheepskin-jackets-c26,122,17383,0.0070183512627279,16.090030489558764,90,69,0.696969696969697,78.9,802,0,0,05-2023
13,/luggage-c7/wash-toiletry-bags-c55,110,22805,0.0048235036176277,31.701468976101733,72,63,0.7974683544303798,69.02777777777777,632,1,0,05-2023
14,/mens-c4/leather-jackets-c25/brown-t3,100,26826,0.0037277268321777,18.955416387087155,75,55,0.7236842105263158,45.02666666666666,548,0,0,05-2023
15,/mens-c4/leather-jackets-c25/ashwood-m1,99,10268,0.0096416049863654,9.175009738994936,86,53,0.5247524752475248,54.47674418604651,681,0,0,05-2023
16,/mens-c4/leather-jackets-c25/blazer-styles-c98,83,28385,0.0029240796195173,16.337995420116258,69,52,0.7323943661971831,45.56521739130435,614,0,0,05-2023
17,/luggage-c7/holdall-c15,113,18490,0.0061114115738236,18.96511627906977,69,49,0.7,59.71014492753624,508,1,0,05-2023
18,/luggage-c7/holdall-c15/ashwood-m1,55,7126,0.0077182149873701,42.81434184675835,43,38,0.8636363636363636,100.2093023255814,441,1,0,05-2023
19,/handbags-c6/cross-body-bag-c87,56,20633,0.0027140987738089,39.431153976639365,49,36,0.72,83.14285714285714,362,0,0,05-2023
20,/mens-c4/leather-jackets-c25/blue-t2,58,6162,0.0094125283998701,12.851346965271016,42,35,0.813953488372093,37.45238095238095,263,0,0,05-2023
21,/mens-c4/leather-jackets-c25/full-grain-leather-jacket-syh-jumbo-black-petros-p1281,68,2381,0.0285594288114237,14.10919781604368,43,35,0.7446808510638298,47.53488372093023,270,0,0,05-2023
22,/mens-c4/leather-jackets-c25/bomber-styles-c99,49,34498,0.0014203721954895,26.01556611977506,39,32,0.8,41.30769230769231,264,0,0,05-2023
23,/luggage-c7,80,19925,0.0040150564617314,27.51297365119197,41,30,0.7317073170731707,58.926829268292686,307,0,0,05-2023
24,/mens-c4/leather-jackets-c25/leather-jacket-tan-edinburgh-p234,41,39215,0.0010455182965701,6.615708274894811,42,30,0.6382978723404256,52.07142857142857,364,0,0,05-2023
25,/mens-c4/leather-jackets-c25/red-t11,55,4939,0.0111358574610244,10.54403725450496,50,30,0.5882352941176471,27.14,278,0,0,05-2023
26,/ladies-c3/leather-jackets-c9/red-t11,54,14539,0.003714148153243,13.60575005158539,38,26,0.6666666666666666,38.76315789473684,210,1,0,05-2023
27,/ladies-c3/sheepskin-jackets-c11,74,16573,0.0044650938273094,16.80757859168527,40,25,0.5681818181818182,82.25,376,0,0,05-2023
28,(not set),0,0,0.0,0.0,198,20,0.0754716981132075,11.833333333333334,591,0,0,05-2023
0,/mens-c4/leather-jackets-c25,624,72720,0.0085808580858085,19.853052805280527,517,427,0.7625,66.95357833655706,4780,2,0,06-2023
1,/,598,19471,0.0307123414308458,20.82645986338657,338,273,0.5470941883767535,102.42011834319528,4958,2,0,06-2023
2,/ladies-c3/leather-jackets-c9,378,84026,0.0044986075738461,22.58087972770333,300,242,0.7586206896551724,89.11333333333333,3458,0,0,06-2023
3,/handbags-c6/marta-ponti-m38,375,6922,0.0541750939034961,8.803091592025426,288,210,0.6730769230769231,38.29166666666666,2340,0,0,06-2023
4,/handbags-c6,305,43808,0.0069621986851716,25.50426862673484,183,153,0.7251184834123223,74.39344262295081,1841,1,0,06-2023
