Product Stock Listing,,,,,,,,,,,,,,,,,,
Branches,"Ashwood Handbags,",,"Fenland,",,"leather company,",,"Solihull LC,",,"Wholesale Customers,",,,,,,,,,
AL FRANCO,,,,,,,,,,,,,,,,,,
NO SEASON,,,,,,,,,,,,,,,,,,
Style,,Colour,,,,Size,,Description,,,Category,,PLU,Unit Cost,Unit Retail,Units,Total Cost,Total Retail
035K,,TOBACCO,,,,M,,TRAPPER SHEEPSKIN HAT,,,ACCESSORIES,,0004075804,0.00,99.00,0,0.00,0.00
035K,,TOBACCO,,,,L,,TRAPPER SHEEPSKIN HAT,,,ACCESSORIES,,0004075805,0.00,99.00,1,0.00,99.00
035K,,TOBACCO,,,,XL,,TRAPPER SHEEPSKIN HAT,,,ACCESSORIES,,0004075806,0.00,99.00,0,0.00,0.00
041K,,BLACK,,,,M,,s/skin helmet hat,,,HATS,,0003562504,0.00,140.00,1,0.00,140.00
041K,,BLACK,,,,L,,s/skin helmet hat,,,HATS,,0003562505,0.00,140.00,0,0.00,0.00
041K,,BLACK,,,,XL,,s/skin helmet hat,,,HATS,,0003562506,0.00,140.00,1,0.00,140.00
041K,,BLACK,,,,2XL,,s/skin helmet hat,,,HATS,,0003562507,0.00,140.00,0,0.00,0.00
041K,,BRN/CREAM,,,,M,,s/skin helmet hat,,,HATS,,0003561004,0.00,140.00,0,0.00,0.00
041K,,BRN/CREAM,,,,L,,s/skin helmet hat,,,HATS,,0003561005,0.00,140.00,0,0.00,0.00
041K,,BRN/CREAM,,,,XL,,s/skin helmet hat,,,HATS,,0003561006,0.00,140.00,0,0.00,0.00
041K,,BRN/CREAM,,,,2XL,,s/skin helmet hat,,,HATS,,0003561007,0.00,140.00,0,0.00,0.00
041K,,BRN/WHITE,,,,M,,s/skin helmet hat,,,HATS,,0004069804,0.00,140.00,0,0.00,0.00
041K,,BRN/WHITE,,,,L,,s/skin helmet hat,,,HATS,,0004069805,0.00,140.00,2,0.00,280.00
041K,,BRN/WHITE,,,,XL,,s/skin helmet hat,,,HATS,,0004069806,0.00,140.00,3,0.00,420.00
041K,,GINGER,,,,M,,s/skin helmet hat,,,HATS,,0004071304,0.00,140.00,0,0.00,0.00
041K,,GINGER,,,,L,,s/skin helmet hat,,,HATS,,0004071305,0.00,140.00,0,0.00,0.00
041K,,GINGER,,,,XL,,s/skin helmet hat,,,HATS,,0004071306,0.00,140.00,0,0.00,0.00
045,,BLACK/NAP,,,,8,,3/4 JACKET SHEEP,,,LADIES JACKETS,,0000411901,75.00,189.00,0,0.00,0.00
045,,BLACK/NAP,,,,10,,3/4 JACKET SHEEP,,,LADIES JACKETS,,0000411902,75.00,189.00,0,0.00,0.00
045,,BLACK/NAP,,,,12,,3/4 JACKET SHEEP,,,LADIES JACKETS,,0000411903,75.00,189.00,0,0.00,0.00
045,,BLACK/NAP,,,,16,,3/4 JACKET SHEEP,,,LADIES JACKETS,,0000411905,75.00,189.00,0,0.00,0.00
045,,BLACK/NAP,,,,18,,3/4 JACKET SHEEP,,,LADIES JACKETS,,0000411906,75.00,189.00,0,0.00,0.00
045,,BLACK/NAP,,,,20,,3/4 JACKET SHEEP,,,LADIES JACKETS,,0000411907,75.00,209.00,0,0.00,0.00
045,,BLACK/NAP,,,,22,,3/4 JACKET SHEEP,,,LADIES JACKETS,,0000411908,75.00,229.00,0,0.00,0.00
045,,BORDUEX/NAP,,,,22,,3/4 JACKET SHEEP,,,LADIES JACKETS,,0000413108,75.00,229.00,0,0.00,0.00
0479,,BURGANDY,,,,8,,APACHI TROUSERS,,,LADIES JEANS,,0003632701,0.00,110.00,0,0.00,0.00
0479,,BURGANDY,,,,10,,APACHI TROUSERS,,,LADIES JEANS,,0003632702,0.00,110.00,0,0.00,0.00
0479,,BURGANDY,,,,12,,APACHI TROUSERS,,,LADIES JEANS,,0003632703,0.00,110.00,1,0.00,110.00
0479,,CREAM,,,,8,,APACHI TROUSERS,,,LADIES JEANS,,0003635101,0.00,110.00,0,0.00,0.00
