colours
Antique 		
Aubergine 		
Avi 		
Beige 		
Black 		
Blue 		
Blush 		
Bone 		
Bordeaux 		
Brandy 		
Brick 		
Brown 		
Burgundy 		
Camel 		
Caramel 		
Cherry 		
Chestnut 		
Cognac 		
Cream 		
Denim 		
Fossil 		
Fuchsia 		
Gold 		
Green 		
Grey 		
Honey Tan 		
Ice 		
Indigo 		
Khaki 		
Lilac
Mandarin 		
Mustard 		
Navy 		
Neutral
Ochre Yellow 		
Olive 		
Orange 		
Oxblood 		
Panna Cotta
Parafin 		
Peach 		
Pink 		
Plum 		
Purple 		
Raspberry 		
Red 		
Rust 		
Sea Green 		
Shiraz 		
Silver 		
Stone 		
Tan 		
Taupe 		
Teal 		
Tobacco 		
Turquoise 		
Whisky 		
White 		
Yellow
Timber
Mud
Mink
Burgandy
Ivory
Ink
Sand
Bordeux
Rosa
Lily
Mandarin
Turquoise
Chocolate
Ginger
Vanilla
Sky
Mandarin
Cypress
Ochre
Duck Egg
Bridge
Sulphur
Gray
Oyester
Lavender
Coffee
Rose
Mushroom
Turquise
Tweed
Topo
Olive
Toffee
Ever Green
Khaki
Deep Lake
Light Wine
Ice Grey
Rasberry Sorbet
Rose
Sodalite Blue
Cotswold Navy
2 Tone Tan
Ocean
Camel
